""	"corr"	"length"	"shift"
"ST1205"	0.84	255	43
"ST4888"	0.86	212	18
"ST4889"	0.64	325	-50
"ST1206"	0.68	335	-50
"ST4890"	0.9	262	38
"ST1207"	0.94	264	13
"ST4891"	0.96	296	-13
"ST1208"	0.96	295	2
"ST1209"	0.85	297	36
"ST4892"	0.72	374	-8
"ST1210"	0.77	192	-1
"ST4893"	0.94	315	1
"ST1211"	0.87	305	34
"ST1212"	0.74	247	50
"ST4894"	0.96	303	14
"ST1213"	0.97	303	-1
"ST4895"	0.89	417	0
"ST4896"	0.88	344	5
"ST1214"	0.8	1	50
"ST4897"	0.77	296	43
"ST1215"	0.87	253	5
"ST1216"	0.86	307	16
"ST1217"	0.78	1	-47
"ST4898"	0.75	278	50
"ST1218"	0.74	1	44
"ST1219"	0.81	296	12
"ST1220"	0.75	182	-24
"ST4899"	0.95	362	0
"ST1221"	0.72	361	-50
"ST4900"	0.75	62	50
"ST4901"	0.92	277	26
"ST1222"	0.93	277	10
"ST1223"	0.84	1	-31
"ST4902"	0.79	285	-39
"ST1224"	0.92	234	31
"ST1225"	0.68	182	40
"ST1226"	0.89	201	6
"ST4903"	0.72	385	-41
"ST1227"	0.92	203	-26
"ST4904"	0.88	236	14
"ST1228"	0.83	237	28
"ST4905"	0.7	163	-50
"ST4906"	0.63	322	-50
"ST4907"	0.88	287	-48
"ST1229"	0.93	293	24
"ST4908"	0.82	388	-13
"ST1230"	0.82	379	-17
"ST4909"	0.84	1	-50
"ST1231"	0.94	287	-7
"ST4910"	0.81	244	50
"ST1232"	0.53	399	-36
"ST4911"	0.74	379	-15
"ST1233"	0.83	333	-29
"ST1234"	0.68	106	41
"ST1235"	0.95	308	18
"ST4912"	0.82	275	32
"ST1236"	0.82	270	4
"ST1237"	0.85	204	41
"ST4913"	0.88	272	-29
"ST1238"	0.94	188	0
"ST4914"	0.7	380	-38
"ST1239"	0.58	154	44
"ST1240"	0.69	30	-50
"ST1241"	0.66	1	-14
"ST4915"	0.98	289	-6
"ST4916"	0.57	1	-2
"ST1242"	0.96	288	-29
"ST4917"	0.76	302	25
"ST4918"	0.89	318	-23
"ST1243"	0.8	209	50
"ST4919"	0.87	183	5
"ST4920"	0.57	186	50
"ST4921"	0.81	277	0
"ST1244"	0.51	181	-50
"ST4922"	0.87	270	50
"ST1245"	0.88	272	-25
"ST4923"	0.87	232	36
"ST1246"	0.87	234	41
"ST4924"	0.87	206	41
"ST1247"	0.83	282	0
"ST4925"	0.74	1	-49
"ST4926"	0.87	261	37
"ST4927"	0.71	385	-37
"ST1248"	0.57	296	-50
"ST1249"	0.87	261	9
"ST4928"	0.83	289	30
"ST1250"	0.84	288	-1
"ST4929"	0.9	279	37
"ST4930"	0.83	276	7
"ST4931"	0.83	360	-21
"ST4932"	0.67	408	-42
"ST1251"	0.76	1	-50
"ST4933"	0.82	172	-12
"ST1252"	0.67	190	-31
"ST4934"	0.87	310	-19
"ST1253"	0.86	307	-24
"ST1254"	0.92	267	-23
"ST1255"	0.7	399	-34
"ST1256"	0.83	240	21
"ST4935"	0.67	368	12
"ST4936"	0.85	353	-23
"ST1257"	0.64	306	-50
"ST4937"	0.56	345	-19
"ST1258"	0.88	266	-11
"ST4938"	0.88	291	-42
"ST1259"	0.94	297	-27
"ST4939"	0.83	274	33
"ST4940"	0.71	199	-50
"ST1260"	0.85	274	10
"ST4941"	0.81	251	40
"ST1261"	0.86	227	-41
"ST1262"	0.68	1	50
"ST4942"	0.83	246	40
"ST1263"	0.83	246	29
"ST1264"	0.96	237	3
"ST1265"	0.81	274	40
"ST4943"	0.9	327	-15
"ST1266"	0.88	325	-21
"ST4944"	0.88	244	48
"ST1267"	0.9	246	38
"ST4945"	0.86	348	-6
"ST1268"	0.79	328	-30
"ST1269"	0.74	1	-50
"ST4946"	0.83	340	-6
"ST4947"	0.82	246	37
"ST1270"	0.83	248	-25
"ST1271"	0.88	231	-18
"ST4948"	0.81	182	35
"ST4949"	0.87	269	18
"ST4950"	0.77	380	14
"ST1272"	0.88	267	2
"ST4951"	0.81	1	-48
"ST1273"	0.71	228	19
"ST1274"	0.84	235	19
"ST1275"	0.92	271	-7
"ST1276"	0.84	292	-8
"ST4952"	0.69	290	30
"ST1277"	0.72	256	40
"ST4953"	0.9	296	26
"ST4954"	0.64	406	-12
"ST1278"	0.92	298	-14
"ST1279"	0.66	333	32
"ST4955"	0.58	66	-50
"ST1280"	0.68	393	-46
"ST1281"	0.51	397	16
"ST4956"	0.93	188	0
"ST1282"	0.78	194	-50
"ST4957"	0.82	1	48
"ST4958"	0.86	293	34
"ST1283"	0.88	293	21
"ST4959"	0.75	337	-50
"ST1284"	0.69	374	-50
"ST1285"	0.84	331	-29
"ST4960"	0.9	216	0
"ST1286"	0.64	1	-34
"ST1287"	0.95	278	15
"ST4961"	0.79	244	50
"ST1288"	0.83	162	-26
"ST4962"	0.95	293	2
"ST1289"	0.92	291	-36
"ST4963"	0.93	299	5
"ST1290"	0.85	179	32
"ST1291"	0.93	298	8
"ST4964"	0.87	255	44
"ST4965"	0.72	250	15
"ST1292"	0.83	243	0
"ST1293"	0.69	252	50
"ST4966"	0.86	273	-18
"ST1294"	0.86	271	6
"ST4967"	0.86	297	-22
"ST1295"	0.88	306	-36
"ST4968"	0.71	233	-32
"ST4969"	0.7	222	23
"ST1296"	0.88	294	-6
"ST4970"	0.92	293	1
"ST1297"	0.93	297	-22
"ST1298"	0.68	356	-19
"ST1299"	0.77	79	50
"ST4971"	0.68	1	35
"ST1300"	0.96	287	-26
"ST1301"	0.79	298	0
"ST4972"	0.93	297	-14
"ST1302"	0.93	295	3
"ST4973"	0.62	336	-50
"ST1303"	0.89	250	39
"ST4974"	0.93	273	14
"ST1304"	0.65	1	49
"ST4975"	0.64	420	-24
"ST1305"	0.72	383	-50
"ST4976"	0.82	267	25
"ST1306"	0.81	267	-44
"ST4977"	0.94	308	-4
"ST4978"	0.81	168	36
"ST1307"	0.86	1	50
"ST1308"	0.87	186	18
"ST4979"	0.66	1	50
"ST1309"	0.82	290	-8
"ST1310"	0.92	295	-21
"ST4980"	0.79	179	30
"ST4981"	0.71	290	-50
"ST1311"	0.74	355	-35
"ST4982"	0.93	299	-10
"ST1312"	0.87	1	50
"ST4983"	0.98	368	0
"ST1313"	0.8	1	-50
"ST4984"	0.59	352	0
"ST1314"	0.74	248	-11
"ST4985"	0.92	1	-23
"ST1315"	0.7	379	-50
"ST1316"	0.93	293	16
"ST4986"	0.76	1	-25
"ST1317"	0.84	198	50
"ST4987"	0.86	265	33
"ST1318"	0.88	269	28
"ST4988"	0.91	268	-47
"ST1319"	0.96	271	13
"ST4989"	0.94	285	30
"ST4990"	0.83	212	50
"ST4991"	0.62	405	-7
"ST1320"	0.69	406	-37
"ST4992"	0.83	205	42
"ST4993"	0.89	267	29
"ST1321"	0.9	264	-6
"ST4994"	0.92	258	42
"ST1322"	0.92	254	9
"ST4995"	0.59	257	50
"ST4996"	0.74	303	-50
"ST1323"	0.64	171	24
"ST4997"	0.9	321	-18
"ST4998"	0.91	286	-8
"ST4999"	0.78	1	50
"ST1324"	0.91	1	-22
"ST1325"	0.92	255	23
"ST5000"	0.83	208	-41
"ST5001"	0.87	393	0
"ST1326"	0.77	358	-31
"ST5002"	0.89	275	7
"ST1327"	0.53	1	-19
"ST5003"	0.86	293	18
"ST1328"	0.86	292	-13
"ST5004"	0.96	329	-3
"ST5005"	0.87	269	9
"ST1329"	0.86	270	27
"ST5006"	0.46	317	-50
"ST5007"	0.66	257	-50
"ST5008"	0.5	141	50
"ST1330"	0.71	266	29
"ST5009"	0.42	500	0
"ST5010"	0.61	342	-1
"ST5011"	0.9	401	0
"ST5012"	0.86	261	38
"ST1331"	0.73	366	-8
"ST5013"	0.89	269	21
"ST1332"	0.85	254	8
"ST5014"	0.95	293	8
"ST5015"	0.66	355	0
"ST1333"	0.71	417	0
"ST1334"	0.78	178	-49
"ST1335"	0.92	267	-14
"ST5016"	0.89	244	16
"ST5017"	0.67	24	-34
"ST1336"	0.88	245	-28
"ST5018"	0.41	193	50
"ST5019"	0.89	270	-9
"ST5020"	0.76	300	-4
"ST1337"	0.88	272	-3
"ST5021"	0.88	1	-48
"ST1338"	0.73	372	-48
"ST1339"	0.85	336	-20
"ST1340"	0.86	265	40
"ST5022"	0.9	261	36
"ST1341"	0.75	1	-48
"ST5023"	0.84	257	21
"ST5024"	0.69	385	-13
"ST1342"	0.86	364	-12
"ST1343"	0.89	230	21
"ST1344"	0.47	374	-50
"ST1345"	0.79	52	33
"ST1346"	0.95	266	20
"ST5025"	0.87	254	49
"ST1347"	0.88	253	20
"ST1348"	0.95	322	-10
"ST5026"	0.91	279	22
"ST5027"	0.81	1	50
"ST1349"	0.84	268	-50
"ST5028"	0.84	295	-30
"ST1350"	0.85	294	-17
"ST5029"	0.96	1	0
"ST5030"	0.7	1	-50
"ST1351"	0.87	276	5
"ST1352"	0.87	271	14
"ST5031"	0.48	424	-12
"ST1353"	0.79	156	20
"ST5032"	0.93	286	38
"ST1354"	0.83	205	31
"ST5033"	0.77	272	-50
"ST5034"	0.54	114	-50
"ST1355"	0.33	1	50
"ST5035"	0.88	283	32
"ST1356"	0.88	283	-27
"ST5036"	0.96	196	0
"ST5037"	0.94	301	13
"ST5038"	0.79	1	-32
"ST1357"	0.78	247	48
"ST5039"	0.96	281	-26
"ST1358"	0.92	192	11
"ST5040"	0.55	224	50
"ST5041"	0.7	355	-50
"ST1359"	0.5	500	0
"ST5042"	0.44	1	-23
"ST1360"	0.77	1	16
"ST1361"	0.71	50	50
"ST5043"	0.92	317	-22
"ST5044"	0.86	316	11
"ST5045"	0.87	224	50
"ST5046"	0.88	257	-3
"ST1362"	0.84	256	40
"ST1363"	0.83	1	47
"ST1364"	0.88	1	37
"ST5047"	0.88	349	-20
"ST5048"	0.89	328	-30
"ST1365"	0.91	328	-4
"ST1366"	0.89	169	0
"ST1367"	0.92	273	-2
"ST5049"	0.92	252	-13
"ST1368"	0.92	253	18
"ST5050"	0.87	284	29
"ST5051"	0.81	239	-50
"ST1369"	0.71	70	18
"ST1370"	0.64	380	-37
"ST5052"	0.68	378	-50
"ST1371"	0.65	407	32
"ST5053"	0.86	274	16
"ST5054"	0.9	291	0
"ST5055"	0.79	269	50
"ST1372"	0.81	190	-21
"ST1373"	0.86	272	0
"ST5056"	0.86	257	42
"ST5057"	0.94	250	29
"ST5058"	0.84	214	27
"ST1374"	0.97	247	6
"ST5059"	0.77	319	-42
"ST5060"	0.83	313	-40
"ST1375"	0.94	328	10
"ST5061"	0.91	325	15
"ST5062"	0.89	293	-25
"ST1376"	0.9	298	8
"ST1377"	0.86	279	-6
"ST5063"	0.83	277	22
"ST1378"	0.77	268	-50
"ST5064"	0.86	220	15
"ST5065"	0.87	257	40
"ST1379"	0.86	254	44
"ST5066"	0.87	227	40
"ST5067"	0.88	241	47
"ST1380"	0.88	241	30
"ST5068"	0.66	404	-46
"ST1381"	0.4	1	1
"ST5069"	0.95	306	3
"ST1382"	0.77	320	-50
"ST5070"	0.89	387	0
"ST5071"	0.91	279	6
"ST1383"	0.71	365	-50
"ST1384"	0.91	281	-18
"ST5072"	0.86	306	-15
"ST1385"	0.68	337	6
"ST5073"	0.85	309	18
"ST5074"	0.56	1	9
"ST5075"	0.88	311	-26
"ST1386"	0.58	314	-50
"ST1387"	0.74	282	-47
"ST5076"	0.83	345	4
"ST5077"	0.9	287	29
"ST1388"	0.58	159	-50
"ST1389"	0.94	281	5
"ST5078"	0.96	229	0
"ST1390"	0.63	170	49
"ST5079"	0.75	224	-4
"ST1391"	0.7	227	35
"ST5080"	0.88	252	20
"ST1392"	0.61	1	-32
"ST5081"	0.82	195	-15
"ST5082"	0.91	279	28
"ST5083"	0.55	285	-50
"ST5084"	0.68	283	50
"ST5085"	0.55	235	50
"ST1393"	0.71	1	-17
"ST1394"	0.7	360	-50
"ST5086"	0.74	372	-20
"ST1395"	0.73	375	10
"ST5087"	0.8	49	41
"ST1396"	0.67	400	-32
"ST5088"	0.92	1	50
"ST1397"	0.89	277	34
"ST1398"	0.36	1	17
"ST5089"	0.78	217	-26
"ST1399"	0.77	216	50
"ST5090"	0.65	417	-17
"ST5091"	0.56	260	-50
"ST5092"	0.95	278	4
"ST5093"	0.78	226	50
"ST5094"	0.89	245	-1
"ST1400"	0.83	222	41
"ST5095"	0.72	385	-42
"ST1401"	0.56	340	-46
"ST1402"	0.72	376	-49
"ST5096"	0.82	262	28
"ST1403"	0.48	194	13
"ST1404"	0.7	1	50
"ST5097"	0.92	258	33
"ST5098"	0.81	181	50
"ST1405"	0.59	133	-50
"ST5099"	0.86	315	-35
"ST5100"	0.81	176	-38
"ST5101"	0.7	401	-46
"ST5103"	0.59	428	-3
"ST1406"	0.4	1	-46
"ST5104"	0.75	298	-50
"ST1407"	0.63	429	-11
"ST1408"	0.78	312	-26
"ST5105"	0.83	301	35
"ST1409"	0.72	254	45
"ST5106"	0.74	399	-18
"ST1410"	0.78	398	-12
"ST5107"	0.84	255	27
"ST1411"	0.87	237	16
"ST1412"	0.96	306	-16
"ST1413"	0.94	294	1
"ST5108"	0.82	252	19
"ST1414"	0.54	1	10
"ST5109"	0.74	254	50
"ST5110"	0.82	1	28
"ST5111"	0.63	422	-29
"ST1415"	0.68	320	-50
"ST1416"	0.94	346	3
"ST5112"	0.62	221	28
"ST5113"	0.58	350	-50
"ST1417"	0.58	394	50
"ST5114"	0.93	300	19
"ST5115"	0.68	297	-50
"ST1418"	0.65	385	-40
"ST1419"	0.6	245	50
"ST5116"	0.76	217	11
"ST1420"	0.73	233	34
"ST5117"	0.86	275	30
"ST5118"	0.69	305	37
"ST1421"	0.86	193	37
"ST5119"	0.85	248	0
"ST1422"	0.84	252	10
"ST5120"	0.73	415	-6
"ST5121"	0.92	288	-4
"ST5122"	0.88	331	-27
"ST1423"	0.94	342	-8
"ST1424"	0.68	399	50
"ST5123"	0.68	386	-35
"ST5124"	0.55	1	1
"ST1425"	0.86	172	-16
"ST5125"	0.82	396	-12
"ST1426"	0.93	312	-22
"ST1427"	0.6	286	-50
"ST5126"	0.83	266	23
"ST1428"	0.85	261	0
"ST1429"	0.86	290	18
"ST5127"	0.83	289	26
"ST5128"	0.82	280	7
"ST1430"	0.83	290	-29
"ST5129"	0.87	237	37
"ST1431"	0.74	1	-21
"ST1432"	0.43	163	-50
"ST5130"	0.94	342	14
"ST5131"	0.92	346	0
"ST1433"	0.99	356	0
"ST1434"	0.82	166	25
"ST1435"	0.92	344	4
"ST5132"	0.59	1	15
"ST1436"	0.79	152	29
"ST5133"	0.89	244	38
"ST1437"	0.91	239	5
"ST1438"	0.83	269	28
"ST1439"	0.93	279	-19
"ST1440"	0.9	242	24
"ST5134"	0.81	268	31
"ST5135"	0.85	288	11
"ST1441"	0.85	286	2
"ST5136"	0.82	213	42
"ST1442"	0.83	204	26
"ST5137"	0.77	347	33
"ST1443"	0.78	347	-28
"ST5138"	0.91	235	41
"ST1444"	0.95	230	-2
"ST5139"	0.83	273	-19
"ST1445"	0.82	273	32
"ST5140"	0.86	284	-20
"ST1446"	0.87	284	9
"ST5141"	0.81	389	-7
"ST1447"	0.81	396	-8
"ST5142"	0.9	307	-18
"ST5143"	0.85	285	-13
"ST1448"	0.74	1	50
"ST1449"	0.83	1	50
"ST1450"	0.86	285	11
"ST5144"	0.83	296	-42
"ST1451"	0.89	314	-12
"ST1452"	0.91	296	-8
"ST5145"	0.84	248	0
"ST5146"	0.85	238	44
"ST5147"	0.89	234	37
"ST1453"	0.87	233	15
"ST1454"	0.88	232	31
"ST1455"	0.77	204	50
"ST5148"	0.72	1	-20
"ST1456"	0.78	192	46
"ST5149"	0.74	245	50
"ST1457"	0.75	1	41
"ST5150"	0.89	248	15
"ST5151"	0.81	390	-13
"ST5152"	0.91	313	-6
"ST1458"	0.9	312	-14
"ST1459"	0.83	210	29
"ST5153"	0.92	288	-12
"ST1460"	0.92	289	-16
"ST5154"	0.87	271	49
"ST1461"	0.76	1	-50
"ST5155"	0.71	338	-50
"ST1462"	0.72	349	-49
"ST5156"	0.88	221	31
"ST5157"	0.44	356	17
"ST1463"	0.89	221	19
"ST1464"	0.86	297	20
"ST5158"	0.89	284	16
"ST1465"	0.88	279	28
"ST1466"	0.88	254	6
"ST5159"	0.89	255	25
"ST5160"	0.75	218	50
"ST1467"	0.86	225	50
"ST5161"	0.73	333	-50
"ST5162"	0.8	216	27
"ST1468"	0.71	354	-50
"ST5163"	0.89	297	19
"ST5164"	0.78	19	40
"ST1469"	0.74	174	0
"ST1470"	0.81	273	22
"ST5165"	0.81	1	-50
"ST1471"	0.93	256	21
"ST1472"	0.95	311	-13
"ST5166"	0.83	312	-42
"ST1473"	0.96	337	-1
"ST1474"	0.89	271	16
"ST1475"	0.85	293	9
"ST5167"	0.56	163	50
"ST5168"	0.92	308	-12
"ST1476"	0.79	201	-25
"ST1477"	0.92	308	-9
"ST5169"	0.9	324	13
"ST5170"	0.87	281	33
"ST5171"	0.92	261	8
"ST1478"	0.79	172	28
"ST5172"	0.79	1	22
"ST5173"	0.79	457	0
"ST5174"	0.78	1	-25
"ST5175"	0.93	374	-4
"ST1479"	0.8	1	-46
"ST1480"	0.69	319	-50
"ST5176"	0.58	277	-50
"ST5177"	0.83	280	-39
"ST5178"	0.81	305	44
"ST1481"	0.89	281	23
"ST5179"	0.85	255	23
"ST1482"	0.77	371	3
"ST5180"	0.87	213	10
"ST1483"	0.88	245	12
"ST5181"	0.9	348	4
"ST1484"	0.82	339	-37
"ST1485"	0.9	271	-10
"ST1486"	0.91	230	40
"ST5182"	0.87	280	26
"ST1487"	0.86	280	28
"ST1488"	0.9	200	14
"ST1489"	0.89	262	22
"ST1490"	0.87	275	12
"ST5183"	0.89	265	34
"ST1491"	0.59	282	16
"ST1492"	0.9	262	11
"ST5184"	0.71	252	-50
"ST1493"	0.84	263	50
"ST5185"	0.92	290	-5
"ST1494"	0.92	289	2
"ST5186"	0.88	256	35
"ST1495"	0.74	244	50
"ST1496"	0.91	229	27
"ST1497"	0.9	283	16
"ST1498"	0.8	263	16
"ST5187"	0.88	280	1
"ST1499"	0.88	283	11
"ST5188"	0.86	205	-23
"ST1500"	0.63	351	8
"ST1501"	0.89	292	-10
"ST1502"	0.71	279	-50
"ST5189"	0.86	254	40
"ST1503"	0.82	247	50
"ST5190"	0.43	184	-50
"ST5191"	0.96	219	0
"ST5192"	0.86	275	38
"ST1504"	0.84	271	46
"ST5193"	0.85	177	-18
"ST1505"	0.87	248	25
"ST5194"	0.9	317	-4
"ST1506"	0.86	203	0
"ST5195"	0.85	238	-21
"ST1507"	0.91	1	-45
"ST5196"	0.92	301	9
"ST1508"	0.93	302	-21
"ST5197"	0.71	325	12
"ST1509"	0.92	255	-45
"ST5198"	0.79	310	35
"ST1510"	0.78	309	-37
"ST5199"	0.61	409	-23
"ST1511"	0.94	1	28
"ST5200"	0.65	52	50
"ST1512"	0.92	344	-13
"ST5201"	0.73	211	50
"ST5202"	0.86	183	0
"ST5203"	0.91	325	-2
"ST1513"	0.91	325	-2
"ST5204"	0.69	396	-44
"ST1514"	0.82	335	-26
"ST1515"	0.82	1	-40
"ST5205"	0.83	282	23
"ST1516"	0.83	281	15
"ST5206"	0.7	362	-50
"ST1517"	0.71	394	-43
"ST5207"	0.72	384	-31
"ST1518"	0.71	375	-50
"ST5208"	0.84	303	-17
"ST1519"	0.83	304	-12
"ST5209"	0.86	277	-46
"ST1520"	0.91	279	-4
"ST5210"	0.87	301	23
"ST5211"	0.65	364	-16
"ST1521"	0.87	300	-25
"ST1522"	0.49	401	-50
"ST1523"	0.82	71	0
"ST1524"	0.44	1	2
"ST5212"	0.83	252	19
"ST1525"	0.5	500	0
"ST5213"	0.89	253	-20
"ST5214"	0.74	334	50
"ST1526"	0.7	211	0
"ST1527"	0.75	313	-24
"ST5215"	0.85	262	3
"ST1528"	0.84	264	16
"ST5216"	0.9	261	21
"ST5217"	0.81	257	47
"ST1529"	0.82	257	38
"ST1530"	0.85	167	-24
"ST5218"	0.91	258	18
"ST1531"	0.92	257	-13
"ST1532"	0.88	311	-19
"ST1533"	0.85	293	-11
"ST1534"	0.58	1	-32
"ST5219"	0.8	1	-44
"ST5220"	0.67	362	-19
"ST1535"	0.6	204	50
"ST1536"	0.84	323	-4
"ST1537"	0.91	267	20
"ST5221"	0.73	181	35
"ST1538"	0.9	201	0
"ST1539"	0.87	316	-10
"ST5222"	0.75	387	-23
"ST1540"	0.77	1	-44
"ST1541"	0.69	354	-42
"ST5223"	0.75	233	50
"ST1542"	0.8	176	-50
"ST5224"	0.87	174	20
"ST1543"	0.71	391	-22
"ST1544"	0.48	472	0
"ST5225"	0.87	1	-24
"ST1545"	0.87	307	-42
"ST5226"	0.66	244	-50
"ST1546"	0.95	202	0
"ST5227"	0.9	280	-15
"ST1547"	0.9	279	11
"ST5228"	0.87	242	50
"ST5229"	0.81	1	-44
"ST1548"	0.87	241	30
"ST1549"	0.92	277	0
"ST5230"	0.79	236	50
"ST1550"	0.85	242	32
"ST5231"	0.65	1	-8
"ST5232"	0.62	428	-12
"ST1551"	0.69	402	-45
"ST5233"	0.87	284	-15
"ST1552"	0.86	262	45
"ST1553"	0.84	1	-50
"ST1554"	0.9	277	-18
"ST5234"	0.88	245	37
"ST5235"	0.86	268	42
"ST1555"	0.91	228	40
"ST1556"	0.87	268	28
"ST5236"	0.89	245	35
"ST1557"	0.89	241	16
"ST1558"	0.71	194	50
"ST1559"	0.83	233	38
"ST5237"	0.65	379	-46
"ST1560"	0.62	295	-50
"ST5238"	0.88	313	-19
"ST1561"	0.88	311	-1
"ST5239"	0.6	405	0
"ST1562"	0.69	384	-27
"ST5240"	0.65	1	-39
"ST1563"	0.79	1	-38
"ST1564"	0.91	286	10
"ST1565"	0.81	217	27
"ST5241"	0.94	208	0
"ST5242"	0.73	1	50
"ST1566"	0.71	341	-50
"ST5243"	0.55	420	-44
"ST1567"	0.91	284	-2
"ST1694"	0.84	305	-14
"ST5378"	0.79	360	-28
"ST1695"	0.77	363	34
"ST5379"	0.74	212	43
"ST1696"	0.73	191	-43
"ST1697"	0.78	314	-48
"ST1698"	0.55	259	8
"ST5380"	0.6	187	40
"ST1699"	0.63	445	6
"ST1700"	0.43	188	-50
"ST1701"	0.89	279	16
"ST5381"	0.82	290	-11
"ST5382"	0.9	301	10
"ST5383"	0.53	420	6
"ST5384"	0.92	214	11
"ST1702"	0.84	198	-28
"ST5385"	0.75	231	50
"ST1703"	0.9	233	45
"ST1704"	0.87	269	43
"ST5386"	0.69	378	-50
"ST5387"	0.77	1	-32
"ST1705"	0.93	310	-18
"ST5388"	0.87	279	33
"ST1706"	0.87	277	36
"ST5389"	0.91	37	36
"ST1707"	0.9	275	-24
"ST1708"	0.71	297	-50
"ST1709"	0.89	257	8
"ST5390"	0.75	381	-21
"ST1710"	0.65	397	-33
"ST5391"	0.59	418	-18
"ST5392"	0.86	1	-35
"ST1711"	0.69	391	-46
"ST5393"	0.82	1	47
"ST1712"	0.87	160	-11
"ST5394"	0.79	1	-50
"ST1713"	0.83	287	-2
"ST5395"	0.89	249	-17
"ST5396"	0.92	209	-4
"ST1714"	0.88	253	-33
"ST1715"	0.84	262	-4
"ST1716"	0.9	286	39
"ST5397"	0.54	500	0
"ST1717"	0.85	240	42
"ST5398"	0.66	415	-25
"ST5399"	0.74	71	-50
"ST1718"	0.59	386	-46
"ST5400"	0.86	1	11
"ST1719"	0.86	236	31
"ST5401"	0.88	253	37
"ST5402"	0.97	261	0
"ST1720"	0.77	1	-50
"ST5403"	0.89	1	-42
"ST5404"	0.91	346	1
"ST1721"	0.78	1	-34
"ST5405"	0.89	241	34
"ST1722"	0.78	1	-44
"ST1723"	0.92	386	0
"ST5406"	0.92	255	28
"ST5407"	0.88	319	9
"ST1724"	0.93	251	-5
"ST1725"	0.76	1	-50
"ST5408"	0.9	259	37
"ST5409"	0.71	208	25
"ST5410"	0.71	199	43
"ST1726"	0.85	250	-7
"ST5411"	0.9	285	-20
"ST1727"	0.59	1	5
"ST5412"	0.7	198	38
"ST1728"	0.69	1	33
"ST5413"	0.74	165	50
"ST1729"	0.68	391	-17
"ST5414"	0.64	1	50
"ST1730"	0.68	373	-50
"ST5415"	0.87	279	21
"ST5416"	0.95	281	15
"ST5417"	0.89	306	34
"ST5418"	0.87	182	18
"ST1731"	0.91	305	23
"ST1732"	0.41	321	20
"ST5419"	0.54	1	-22
"ST5420"	0.92	334	-13
"ST5421"	0.95	1	23
"ST5422"	0.86	267	-4
"ST1733"	0.86	265	-5
"ST5423"	0.39	1	50
"ST5424"	0.63	172	-42
"ST5425"	0.82	179	50
"ST5426"	0.86	329	-26
"ST1734"	0.89	333	-17
"ST5427"	0.69	179	50
"ST1735"	0.77	186	50
"ST1736"	0.74	161	-41
"ST5428"	0.92	174	7
"ST5429"	0.86	244	18
"ST1737"	0.85	245	25
"ST5430"	0.82	277	36
"ST1738"	0.81	276	34
"ST1739"	0.92	307	-26
"ST1740"	0.77	286	17
"ST5431"	0.71	404	49
"ST1741"	0.67	415	-30
"ST5432"	0.71	178	-41
"ST5433"	0.76	218	24
"ST5434"	0.72	341	50
"ST5435"	0.77	220	24
"ST1742"	0.72	335	-50
"ST5436"	0.54	419	-3
"ST1743"	0.88	279	13
"ST5437"	0.54	88	50
"ST1744"	0.67	382	-37
"ST1745"	0.84	281	-3
"ST5438"	0.86	272	24
"ST5439"	0.7	90	50
"ST5440"	0.45	378	-50
"ST5441"	0.85	299	-12
"ST5442"	0.92	281	4
"ST1746"	0.9	281	38
"ST1747"	0.67	191	-39
"ST5443"	0.78	251	8
"ST5444"	0.8	238	50
"ST1748"	0.67	1	8
"ST1749"	0.88	255	30
"ST5445"	0.92	253	28
"ST5446"	0.93	274	0
"ST1750"	0.93	254	14
"ST5447"	0.93	324	-3
"ST1751"	0.93	324	-1
"ST5448"	0.88	214	47
"ST5449"	0.68	1	-28
"ST1752"	0.7	258	50
"ST1753"	0.88	265	-17
"ST5450"	0.83	176	21
"ST1754"	0.41	230	-42
"ST5451"	0.82	500	0
"ST5452"	0.95	285	16
"ST1755"	0.95	281	-1
"ST1756"	0.71	266	50
"ST1757"	0.76	250	40
"ST1758"	0.91	330	-9
"ST1759"	0.59	193	50
"ST5453"	0.85	362	1
"ST5454"	0.85	280	-14
"ST5455"	0.92	316	4
"ST1760"	0.8	274	-50
"ST1761"	0.73	500	0
"ST1762"	0.71	1	-24
"ST5456"	0.6	156	-50
"ST5457"	0.9	281	0
"ST1763"	0.9	284	14
"ST5458"	0.79	255	50
"ST5459"	0.94	307	-22
"ST5460"	0.93	281	-10
"ST1764"	0.62	1	4
"ST5461"	0.71	353	-50
"ST1765"	0.81	304	-40
"ST5462"	0.91	266	-28
"ST1766"	0.8	249	50
"ST1767"	0.87	308	-35
"ST1768"	0.89	254	40
"ST1769"	0.91	253	0
"ST1770"	0.8	251	50
"ST5463"	0.96	273	0
"ST5464"	0.9	244	18
"ST1771"	0.9	1	-43
"ST5465"	0.67	167	-1
"ST5466"	0.88	181	-18
"ST5467"	0.9	286	28
"ST1772"	0.53	1	4
"ST5468"	0.87	268	5
"ST1773"	0.75	273	-50
"ST5469"	0.72	217	-5
"ST5470"	0.69	304	9
"ST1774"	0.49	264	35
"ST5471"	0.9	260	31
"ST1775"	0.9	260	30
"ST5472"	0.82	267	3
"ST1776"	0.88	302	19
"ST5473"	0.89	166	10
"ST5474"	0.75	337	-16
"ST1777"	0.63	142	50
"ST5475"	0.92	242	40
"ST5476"	0.76	338	-25
"ST1778"	0.76	341	23
"ST5477"	0.81	179	21
"ST5478"	0.86	194	-23
"ST1779"	0.44	491	-11
