""	"corr"	"length"	"shift"
"YJR139C"	0.92	311	16
"YJR140C"	0.88	223	39
"YJR143C"	0.9	285	10
"YJR144W"	0.91	287	16
"YJR145C"	0.7	385	-25
"YJR147W"	0.75	249	33
"YJR148W"	0.63	404	-31
"YJR150C"	0.88	279	7
"YJR151C"	0.86	350	-20
"YJR152W"	0.85	272	6
"YJR155W"	0.88	254	12
"YJR161C"	0.68	429	38
"YKL224C"	0.88	270	24
"YKL222C"	0.93	249	20
"YKL221W"	0.95	246	0
"YKL220C"	0.87	236	0
"YKL219W"	0.81	248	47
"YKL218C"	0.92	238	15
"YKL217W"	0.7	381	-50
"YKL216W"	0.83	339	-22
"YKL215C"	0.84	215	35
"YKL214C"	0.87	247	25
"YKL213C"	0.97	294	14
"YKL212W"	0.98	294	-1
"YKL211C"	0.9	244	27
"YKL210W"	0.9	296	6
"YKL209C"	0.97	291	-7
"YKL208W"	0.95	183	5
"YKL207W"	0.75	249	19
"YKL206C"	0.81	290	9
"YKL205W"	0.82	290	8
"YKL204W"	0.85	283	10
"YKL203C"	0.85	263	17
"YKL198C"	0.73	1	-50
"YKL197C"	0.84	215	49
"YKL196C"	0.79	288	18
"YKL195W"	0.79	286	-6
"YKL194C"	0.95	242	22
"YKL193C"	0.78	224	20
"YKL192C"	0.8	253	6
"YKL191W"	0.87	262	29
"YKL190W"	0.92	310	-4
"YKL189W"	0.87	248	32
"YKL188C"	0.86	230	17
"YKL186C"	0.93	271	31
"YKL185W"	0.63	222	50
"YKL184W"	0.75	363	-44
"YKL183W"	0.85	322	-8
"YKL182W"	0.84	330	10
"YKL181W"	0.96	289	-14
"YKL180W"	0.68	274	4
"YKL179C"	0.87	288	19
"YKL176C"	0.86	235	43
"YKL175W"	0.88	257	20
"YKL174C"	0.86	280	24
"YKL173W"	0.86	278	22
"YKL172W"	0.93	301	-8
"YKL171W"	0.83	354	-26
"YKL170W"	0.92	276	9
"YKL168C"	0.8	237	23
"YKL167C"	0.89	285	24
"YKL166C"	0.71	281	13
"YKL165C"	0.84	352	5
"YKL164C"	0.93	342	-11
"YKL163W"	0.86	252	24
"YKL161C"	0.94	264	22
"YKL160W"	0.84	356	-18
"YKL159C"	0.87	207	32
"YKL157W"	0.86	198	42
"YKL156W"	0.79	354	-33
"YKL155C"	0.85	247	13
"YKL154W"	0.85	248	16
"YKL152C"	0.53	196	17
"YKL150W"	0.94	273	31
"YKL149C"	0.93	303	5
"YKL148C"	0.89	314	17
"YKL146W"	0.75	231	29
"YKL145W"	0.89	276	4
"YKL144C"	0.86	271	10
"YKL143W"	0.85	271	12
"YKL142W"	0.89	327	-27
"YKL141W"	0.91	268	20
"YKL140W"	0.92	216	0
"YKL139W"	0.86	273	7
"YKL138C-A"	0.84	226	34
"YKL138C"	0.89	233	16
"YKL137W"	0.87	235	35
"YKL135C"	0.89	278	18
"YKL134C"	0.87	274	16
"YKL132C"	0.92	256	37
"YKL130C"	0.91	300	2
"YKL129C"	0.92	279	-1
"YKL128C"	0.86	302	16
"YKL127W"	0.85	284	15
"YKL126W"	0.93	299	11
"YKL125W"	0.86	309	-21
"YKL124W"	0.92	297	-3
"YKL122C"	0.9	274	4
"YKL120W"	0.64	395	-27
"YKL119C"	0.84	220	9
"YKL117W"	0.89	274	16
"YKL116C"	0.91	236	9
"YKL114C"	0.85	233	31
"YKL113C"	0.89	271	25
"YKL112W"	0.71	402	-28
"YKL110C"	0.89	268	27
"YKL108W"	0.93	268	19
"YKL106W"	0.81	191	38
"YKL104C"	0.71	374	-50
"YKL103C"	0.7	398	-45
"YKL101W"	0.81	310	-1
"YKL099C"	0.9	282	14
"YKL098W"	0.9	281	7
"YKL096W"	0.65	363	-37
"YKL095W"	0.83	282	10
"YKL094W"	0.87	317	-2
"YKL093W"	0.81	333	-33
"YKL092C"	0.87	234	28
"YKL091C"	0.9	226	32
"YKL090W"	0.89	226	23
"YKL089W"	0.82	245	27
"YKL088W"	0.8	250	0
"YKL087C"	0.98	335	4
"YKL086W"	0.96	330	-15
"YKL085W"	0.75	285	13
"YKL084W"	0.9	302	-7
"YKL082C"	0.88	243	37
"YKL081W"	0.89	307	11
"YKL080W"	0.87	361	-15
"YKL079W"	0.93	269	6
"YKL078W"	0.8	264	19
"YKL074C"	0.88	276	14
"YKL073W"	0.88	277	20
"YKL072W"	0.93	310	9
"YKL069W"	0.93	304	-2
"YKL068W"	0.84	320	-19
"YKL067W"	0.85	279	-19
"YKL065C"	0.76	267	50
"YKL064W"	0.82	266	24
"YKL062W"	0.61	406	-38
"YKL060C"	0.63	120	50
"YKL059C"	0.87	241	28
"YKL058W"	0.91	258	22
"YKL057C"	0.83	331	-21
"YKL056C"	0.64	407	-43
"YKL055C"	0.93	233	36
"YKL054C"	0.8	353	-16
"YKL053C-A"	0.9	258	23
"YKL052C"	0.74	384	-28
"YKL051W"	0.86	242	0
"YKL050C"	0.84	201	-4
"YKL049C"	0.88	285	1
"YKL048C"	0.84	275	15
"YKL046C"	0.83	256	7
"YKL045W"	0.76	236	28
"YKL043W"	0.58	357	-21
"YKL042W"	0.92	270	-16
"YKL041W"	0.89	256	15
"YKL040C"	0.79	253	22
"YKL039W"	0.82	257	36
"YKL038W"	0.93	265	13
"YKL035W"	0.91	316	-27
"YKL034W"	0.84	275	3
"YKL033W"	0.87	237	30
"YKL032C"	0.37	1	15
"YKL029C"	0.76	188	50
"YKL028W"	0.86	248	6
"YKL027W"	0.79	319	-27
"YKL026C"	0.89	224	10
"YKL025C"	0.89	279	3
"YKL024C"	0.71	395	-32
"YKL022C"	0.87	252	8
"YKL021C"	0.92	270	6
"YKL020C"	0.94	285	8
"YKL019W"	0.86	188	29
"YKL018W"	0.9	242	12
"YKL017C"	0.74	240	42
"YKL016C"	0.61	280	30
"YKL015W"	0.68	389	-37
"YKL014C"	0.89	243	43
"YKL013C"	0.91	287	15
"YKL012W"	0.91	286	-6
"YKL011C"	0.79	190	50
"YKL010C"	0.96	314	-10
"YKL009W"	0.96	315	5
"YKL008C"	0.64	198	50
"YKL007W"	0.7	382	-33
"YKL006C-A"	0.88	246	18
"YKL006W"	0.69	392	-41
"YKL005C"	0.91	319	-5
"YKL004W"	0.91	318	-13
"YKL003C"	0.9	263	10
"YKL002W"	0.91	263	12
"YKL001C"	0.8	354	-31
"YKR001C"	0.82	302	7
"YKR002W"	0.82	301	-2
"YKR003W"	0.88	316	-8
"YKR004C"	0.98	282	10
"YKR006C"	0.91	263	21
"YKR007W"	0.93	259	0
"YKR008W"	0.86	298	7
"YKR009C"	0.92	291	-3
"YKR010C"	0.95	307	-3
"YKR013W"	0.85	330	-26
"YKR014C"	0.88	270	5
"YKR016W"	0.92	324	-1
"YKR019C"	0.93	236	26
"YKR020W"	0.92	233	19
"YKR021W"	0.93	240	11
"YKR022C"	0.87	266	15
"YKR024C"	0.68	409	-31
"YKR025W"	0.69	408	-37
"YKR026C"	0.91	281	-1
"YKR027W"	0.83	321	-27
"YKR028W"	0.88	303	-7
"YKR029C"	0.81	247	29
"YKR030W"	0.86	227	28
"YKR031C"	0.84	260	1
"YKR034W"	0.83	266	23
"YKR035W-A"	0.87	271	8
"YKR036C"	0.89	234	39
"YKR037C"	0.9	244	16
"YKR038C"	0.83	246	23
"YKR039W"	0.97	329	0
"YKR042W"	0.69	397	-41
"YKR043C"	0.87	277	21
"YKR044W"	0.87	276	20
"YKR046C"	0.94	274	-16
"YKR048C"	0.92	271	7
"YKR049C"	0.93	190	2
"YKR050W"	0.87	238	20
"YKR052C"	0.81	218	50
"YKR053C"	0.84	267	28
"YKR054C"	0.9	286	23
"YKR055W"	0.91	287	16
"YKR056W"	0.9	286	16
"YKR057W"	0.86	378	-13
"YKR058W"	0.95	337	0
"YKR059W"	0.88	296	-43
"YKR060W"	0.9	241	18
"YKR061W"	0.94	257	8
"YKR062W"	0.89	327	-18
"YKR063C"	0.88	271	10
"YKR064W"	0.88	272	10
"YKR065C"	0.89	285	17
"YKR066C"	0.9	264	13
"YKR067W"	0.79	254	35
"YKR068C"	0.87	249	18
"YKR069W"	0.72	338	-50
"YKR071C"	0.91	309	2
"YKR072C"	0.7	388	-22
"YKR074W"	0.72	384	-25
"YKR076W"	0.81	262	23
"YKR077W"	0.91	275	15
"YKR078W"	0.91	228	26
"YKR079C"	0.79	239	27
"YKR080W"	0.7	393	-16
"YKR081C"	0.91	301	1
"YKR082W"	0.91	301	-2
"YKR083C"	0.89	245	23
"YKR084C"	0.88	248	29
"YKR085C"	0.87	242	15
"YKR086W"	0.86	243	25
"YKR087C"	0.88	212	20
"YKR088C"	0.88	263	29
"YKR089C"	0.65	415	-27
"YKR090W"	0.69	400	-46
"YKR091W"	0.96	301	-11
"YKR092C"	0.81	340	-19
"YKR093W"	0.6	365	-30
"YKR094C"	0.79	416	0
"YKR095W"	0.91	257	15
"YKR095W-A"	0.83	294	-14
"YKR096W"	0.78	261	6
"YKR097W"	0.72	381	-50
"YKR098C"	0.8	372	-22
"YKR099W"	0.81	368	-26
"YKR100C"	0.85	290	6
"YKR101W"	0.85	289	0
"YKR103W"	0.84	230	15
"YLL064C"	0.78	347	17
"YLL063C"	0.8	250	31
"YLL062C"	0.88	283	18
"YLL061W"	0.87	281	13
"YLL060C"	0.75	215	50
"YLL057C"	0.71	188	50
"YLL055W"	0.82	233	50
"YLL052C"	0.71	338	9
"YLL051C"	0.84	261	18
"YLL050C"	0.9	324	-4
"YLL049W"	0.9	326	-14
"YLL048C"	0.92	270	6
"YLL046C"	0.82	255	29
"YLL045C"	0.72	388	-14
"YLL043W"	0.88	354	-18
"YLL042C"	0.82	224	37
"YLL041C"	0.9	314	-5
"YLL040C"	0.82	321	-16
"YLL039C"	0.83	275	12
"YLL038C"	0.94	271	13
"YLL036C"	0.87	259	17
"YLL035W"	0.89	258	3
"YLL034C"	0.84	294	1
"YLL033W"	0.84	296	10
"YLL032C"	0.88	295	16
"YLL031C"	0.94	300	-8
"YLL029W"	0.82	323	-42
"YLL028W"	0.66	358	-11
"YLL027W"	0.91	346	-18
"YLL026W"	0.71	399	47
"YLL024C"	0.8	429	0
"YLL023C"	0.87	265	13
"YLL022C"	0.71	202	50
"YLL021W"	0.84	299	13
"YLL019C"	0.73	218	46
"YLL018C-A"	0.9	286	-21
"YLL018C"	0.9	277	11
"YLL015W"	0.8	269	-2
"YLL014W"	0.9	274	17
"YLL013C"	0.67	345	-50
"YLL012W"	0.55	435	-21
"YLL011W"	0.89	316	-12
"YLL010C"	0.83	351	-22
"YLL009C"	0.72	351	3
"YLL008W"	0.72	337	2
"YLL006W"	0.87	255	23
"YLL005C"	0.84	253	10
"YLL004W"	0.83	256	24
"YLL003W"	0.88	258	28
"YLL002W"	0.83	224	21
"YLL001W"	0.92	291	7
"YLR002C"	0.85	290	7
"YLR004C"	0.79	210	50
"YLR005W"	0.89	232	23
"YLR006C"	0.72	391	-31
"YLR007W"	0.72	382	-33
"YLR008C"	0.85	302	1
"YLR009W"	0.85	302	-2
"YLR010C"	0.71	391	-38
"YLR011W"	0.66	412	-42
"YLR013W"	0.75	193	49
"YLR014C"	0.86	241	18
"YLR015W"	0.85	244	36
"YLR016C"	0.87	270	17
"YLR017W"	0.87	267	10
"YLR018C"	0.64	433	-29
"YLR019W"	0.67	420	-34
"YLR020C"	0.85	252	29
"YLR021W"	0.85	248	10
"YLR022C"	0.85	231	30
"YLR023C"	0.65	394	-39
"YLR024C"	0.88	243	25
"YLR025W"	0.91	263	20
"YLR026C"	0.86	318	-7
"YLR027C"	0.81	324	-13
"YLR028C"	0.94	320	0
"YLR029C"	0.65	385	-32
"YLR032W"	0.79	287	11
"YLR033W"	0.83	283	19
"YLR034C"	0.94	315	4
"YLR035C"	0.68	412	-44
"YLR038C"	0.91	283	-11
"YLR039C"	0.86	247	27
"YLR043C"	0.87	286	9
"YLR044C"	0.64	200	50
"YLR045C"	0.96	308	-2
"YLR047C"	0.69	401	-30
"YLR048W"	0.65	416	-47
"YLR051C"	0.82	267	15
"YLR052W"	0.83	264	6
"YLR054C"	0.87	300	-16
"YLR055C"	0.64	376	-40
"YLR056W"	0.65	411	-27
"YLR058C"	0.7	377	-44
"YLR059C"	0.78	233	28
"YLR060W"	0.87	266	15
"YLR061W"	0.87	357	-19
"YLR064W"	0.92	267	0
"YLR066W"	0.89	264	11
"YLR067C"	0.88	262	5
"YLR068W"	0.87	265	19
"YLR069C"	0.86	268	16
"YLR070C"	0.77	206	18
"YLR071C"	0.89	288	3
"YLR073C"	0.82	288	8
"YLR074C"	0.69	404	-47
"YLR075W"	0.67	390	0
"YLR077W"	0.88	201	0
"YLR078C"	0.9	249	10
"YLR079W"	0.89	250	24
"YLR080W"	0.83	199	38
"YLR081W"	0.76	361	-39
"YLR082C"	0.93	267	14
"YLR083C"	0.93	297	17
"YLR084C"	0.87	327	-29
"YLR085C"	0.86	274	20
"YLR086W"	0.87	272	5
"YLR087C"	0.88	242	15
"YLR088W"	0.87	244	27
"YLR090W"	0.91	231	43
"YLR091W"	0.87	249	-9
"YLR092W"	0.92	305	14
"YLR093C"	0.73	337	-17
"YLR094C"	0.65	396	-42
"YLR095C"	0.9	329	-1
"YLR096W"	0.88	328	-21
"YLR097C"	0.86	268	3
"YLR098C"	0.8	160	30
"YLR100W"	0.96	283	0
"YLR102C"	0.89	256	26
"YLR103C"	0.83	246	23
"YLR105C"	0.54	265	39
"YLR106C"	0.89	302	3
"YLR107W"	0.89	304	12
"YLR109W"	0.71	227	50
"YLR110C"	0.79	287	-37
"YLR113W"	0.95	321	7
"YLR114C"	0.95	306	2
"YLR115W"	0.88	261	7
"YLR116W"	0.92	321	-12
"YLR117C"	0.69	269	22
"YLR118C"	0.83	225	36
"YLR119W"	0.84	223	21
"YLR120C"	0.86	289	36
"YLR121C"	0.86	279	10
"YLR127C"	0.82	206	49
"YLR128W"	0.54	193	50
"YLR129W"	0.9	309	-4
"YLR130C"	0.93	333	-13
"YLR131C"	0.91	307	22
"YLR133W"	0.89	274	24
"YLR134W"	0.73	372	-34
"YLR135W"	0.87	229	26
"YLR136C"	0.88	241	21
"YLR138W"	0.9	288	16
"YLR139C"	0.9	278	28
"YLR141W"	0.91	275	4
"YLR142W"	0.86	334	-20
"YLR144C"	0.86	241	42
"YLR145W"	0.87	237	15
"YLR146C"	0.79	211	25
"YLR147C"	0.84	217	35
"YLR148W"	0.85	214	22
"YLR150W"	0.56	162	50
"YLR151C"	0.84	228	48
"YLR153C"	0.61	414	-26
"YLR154C"	0.75	185	48
"YLR163C"	0.82	276	6
"YLR164W"	0.82	278	17
"YLR165C"	0.91	243	17
"YLR166C"	0.73	367	-25
"YLR167W"	0.83	363	-22
"YLR168C"	0.84	321	-8
"YLR170C"	0.88	264	8
"YLR172C"	0.87	277	10
"YLR174W"	0.8	363	-29
"YLR175W"	0.75	355	-46
"YLR176C"	0.9	245	13
"YLR178C"	0.71	197	37
"YLR179C"	0.68	383	-46
"YLR180W"	0.67	344	-50
"YLR181C"	0.87	257	20
"YLR182W"	0.87	256	16
"YLR183C"	0.69	395	-42
"YLR185W"	0.69	397	-43
"YLR186W"	0.9	298	-6
"YLR188W"	0.91	250	23
"YLR189C"	0.68	400	-37
"YLR190W"	0.69	390	-1
"YLR191W"	0.83	271	5
"YLR192C"	0.85	270	6
"YLR193C"	0.82	283	-6
"YLR195C"	0.74	230	28
"YLR196W"	0.79	273	25
"YLR197W"	0.87	346	-23
"YLR199C"	0.93	250	8
"YLR200W"	0.94	248	0
"YLR201C"	0.93	249	22
"YLR203C"	0.79	289	4
"YLR204W"	0.79	289	-5
"YLR205C"	0.82	228	43
"YLR206W"	0.88	259	35
"YLR207W"	0.88	271	32
"YLR208W"	0.87	287	-1
"YLR209C"	0.91	274	21
"YLR210W"	0.91	272	13
"YLR212C"	0.83	309	-6
"YLR213C"	0.91	278	18
"YLR214W"	0.88	242	35
"YLR215C"	0.82	263	29
"YLR216C"	0.9	229	38
"YLR218C"	0.85	279	22
"YLR219W"	0.84	275	7
"YLR220W"	0.8	398	-11
"YLR221C"	0.79	291	8
"YLR222C"	0.88	277	2
"YLR223C"	0.91	347	0
"YLR226W"	0.71	389	-18
"YLR227C"	0.68	350	-49
"YLR228C"	0.8	325	24
"YLR229C"	0.79	253	20
"YLR231C"	0.91	319	-4
"YLR233C"	0.85	266	19
"YLR234W"	0.85	266	14
"YLR237W"	0.96	333	0
"YLR238W"	0.78	235	21
"YLR239C"	0.9	229	27
"YLR240W"	0.9	228	19
"YLR242C"	0.9	261	10
"YLR244C"	0.83	286	10
"YLR245C"	0.9	258	19
"YLR246W"	0.9	260	23
"YLR247C"	0.82	290	10
"YLR249W"	0.66	408	-26
"YLR250W"	0.84	322	-11
"YLR251W"	0.87	272	5
"YLR254C"	0.91	336	-13
"YLR256W"	0.69	368	-43
"YLR258W"	0.88	188	0
"YLR259C"	0.87	332	-31
"YLR260W"	0.81	264	15
"YLR262C"	0.78	296	20
"YLR262C-A"	0.89	236	26
"YLR263W"	0.88	224	50
"YLR264W"	0.87	348	-19
"YLR265C"	0.87	264	6
"YLR266C"	0.85	272	-12
"YLR268W"	0.88	274	7
"YLR270W"	0.86	274	17
"YLR272C"	0.92	237	28
"YLR273C"	0.92	281	-2
"YLR274W"	0.91	282	10
"YLR275W"	0.91	250	5
"YLR276C"	0.9	278	5
"YLR277C"	0.84	298	8
"YLR284C"	0.92	316	-13
"YLR285W"	0.93	317	-10
"YLR286C"	0.89	343	-21
"YLR287C-A"	0.78	355	-38
"YLR288C"	0.88	226	37
"YLR289W"	0.9	221	17
"YLR291C"	0.89	244	21
"YLR292C"	0.88	270	17
"YLR293C"	0.69	354	-50
"YLR295C"	0.96	313	0
"YLR298C"	0.86	250	26
"YLR299W"	0.72	280	-7
"YLR300W"	0.54	427	-35
"YLR303W"	0.72	372	-46
"YLR304C"	0.54	428	-20
"YLR305C"	0.96	295	3
"YLR306W"	0.96	298	-17
"YLR307W"	0.88	248	21
"YLR308W"	0.95	312	-21
"YLR309C"	0.91	308	-3
"YLR310C"	0.89	291	18
"YLR312W-A"	0.68	409	-37
"YLR313C"	0.93	256	0
"YLR314C"	0.74	372	-35
"YLR315W"	0.77	320	-10
"YLR316C"	0.82	247	21
"YLR318W"	0.82	244	19
"YLR319C"	0.87	258	10
"YLR320W"	0.85	258	31
"YLR321C"	0.87	277	15
"YLR323C"	0.87	264	19
"YLR324W"	0.86	265	30
"YLR325C"	0.66	393	-50
"YLR327C"	0.69	286	50
"YLR328W"	0.62	402	-8
"YLR329W"	0.85	211	40
"YLR330W"	0.98	306	3
"YLR332W"	0.57	431	-26
"YLR333C"	0.65	412	-32
"YLR335W"	0.71	247	23
"YLR336C"	0.89	273	13
"YLR337C"	0.9	269	24
"YLR340W"	0.78	320	-14
"YLR341W"	0.94	239	37
"YLR342W"	0.62	399	-42
"YLR343W"	0.8	285	4
"YLR344W"	0.52	404	-31
"YLR347C"	0.76	342	-37
"YLR348C"	0.73	288	8
"YLR350W"	0.69	431	0
"YLR351C"	0.72	217	50
"YLR353W"	0.88	318	-19
"YLR354C"	0.57	407	0
"YLR355C"	0.63	222	50
"YLR356W"	0.87	277	21
"YLR357W"	0.9	275	4
"YLR359W"	0.92	268	0
"YLR360W"	0.91	265	25
"YLR361C"	0.88	212	50
"YLR362W"	0.86	204	45
"YLR363C"	0.91	286	5
"YLR364W"	0.87	231	37
"YLR367W"	0.84	323	-18
"YLR368W"	0.84	236	34
"YLR369W"	0.79	237	35
"YLR370C"	0.89	283	5
"YLR371W"	0.89	282	0
"YLR372W"	0.94	413	0
"YLR373C"	0.88	357	-18
"YLR375W"	0.89	357	-12
"YLR376C"	0.88	263	27
"YLR377C"	0.64	437	-33
"YLR378C"	0.97	299	6
"YLR380W"	0.63	430	40
"YLR381W"	0.84	236	34
"YLR382C"	0.87	200	25
"YLR383W"	0.89	250	35
"YLR384C"	0.91	260	17
"YLR385C"	0.85	244	19
"YLR386W"	0.84	244	20
"YLR387C"	0.74	375	-20
"YLR388W"	0.57	401	-38
"YLR389C"	0.79	277	4
"YLR390W"	0.86	262	21
"YLR390W-A"	0.76	368	-34
"YLR392C"	0.8	202	50
"YLR393W"	0.91	235	28
"YLR395C"	0.92	335	-11
"YLR396C"	0.89	267	27
"YLR397C"	0.9	265	16
"YLR398C"	0.91	261	9
"YLR399C"	0.62	415	-19
"YLR401C"	0.64	409	-21
"YLR403W"	0.73	350	-50
"YLR404W"	0.84	253	18
"YLR405W"	0.9	262	14
"YLR406C"	0.47	390	-50
"YLR409C"	0.92	299	-7
"YLR410W"	0.92	298	2
"YLR411W"	0.59	386	-41
"YLR412W"	0.9	262	31
"YLR417W"	0.73	240	14
"YLR418C"	0.89	269	20
"YLR420W"	0.9	263	18
"YLR421C"	0.9	272	15
"YLR423C"	0.89	251	30
"YLR424W"	0.88	249	18
"YLR425W"	0.88	237	17
"YLR427W"	0.88	245	39
"YLR429W"	0.91	286	13
"YLR430W"	0.92	284	0
"YLR431C"	0.92	258	21
"YLR432W"	0.84	275	-14
"YLR433C"	0.86	268	34
"YLR435W"	0.89	268	10
"YLR436C"	0.76	351	17
"YLR437C"	0.76	344	-34
"YLR438W"	0.63	417	-36
"YLR438C-A"	0.93	290	-6
"YLR439W"	0.93	290	12
"YLR440C"	0.9	214	20
"YLR441C"	0.69	394	-28
"YLR442C"	0.91	260	-3
"YLR443W"	0.9	261	12
"YLR447C"	0.91	332	-7
"YLR448W"	0.68	373	-50
"YLR449W"	0.85	280	5
"YLR450W"	0.91	263	10
"YLR451W"	0.88	286	18
"YLR452C"	0.93	271	16
"YLR453C"	0.91	271	18
"YLR457C"	0.79	209	39
"YLR459W"	0.84	265	20
"YLR461W"	0.82	322	-12
"YML130C"	0.92	287	30
"YML129C"	0.95	292	-6
"YML128C"	0.87	312	-33
"YML127W"	0.91	319	-11
"YML126C"	0.73	372	-29
"YML125C"	0.93	275	6
"YML124C"	0.93	301	3
"YML123C"	0.79	306	-24
"YML121W"	0.66	424	-31
"YML120C"	0.84	262	15
"YML118W"	0.95	262	10
"YML117W"	0.86	309	-1
"YML116W"	0.83	319	2
"YML115C"	0.92	278	0
"YML114C"	0.9	235	24
"YML113W"	0.9	261	29
"YML112W"	0.91	237	12
"YML111W"	0.9	342	-21
"YML110C"	0.76	273	16
"YML109W"	0.75	246	15
"YML107C"	0.89	294	13
"YML106W"	0.89	292	0
"YML105C"	0.87	259	30
"YML104C"	0.89	250	21
"YML103C"	0.92	286	4
"YML102W"	0.82	367	-18
"YML100W"	0.75	357	-28
"YML099C"	0.94	335	9
"YML098W"	0.91	328	-20
"YML097C"	0.87	257	20
"YML095C"	0.88	223	35
"YML094W"	0.88	223	31
"YML093W"	0.91	303	-4
"YML092C"	0.85	278	13
"YML091C"	0.65	386	-40
"YML088W"	0.69	384	-34
"YML087C"	0.89	289	9
"YML086C"	0.91	257	16
"YML085C"	0.9	304	10
"YML081C-A"	0.88	259	26
"YML080W"	0.86	249	8
"YML078W"	0.9	242	27
"YML077W"	0.79	212	40
"YML076C"	0.95	299	-5
"YML075C"	0.58	409	-50
"YML074C"	0.88	277	15
"YML073C"	0.64	412	-17
"YML072C"	0.92	294	4
"YML071C"	0.56	257	-50
"YML070W"	0.9	234	3
"YML069W"	0.86	272	15
"YML068W"	0.9	275	29
"YML067C"	0.85	264	15
"YML066C"	0.86	248	28
"YML065W"	0.86	245	15
"YML064C"	0.67	363	-5
"YML063W"	0.66	388	-47
"YML062C"	0.89	248	12
"YML061C"	0.88	239	24
"YML060W"	0.88	239	25
"YML059C"	0.78	365	-29
"YML058W-A"	0.75	358	-50
"YML058W"	0.7	275	0
"YML057W"	0.94	293	-16
"YML055W"	0.87	225	25
"YML054C"	0.84	288	36
"YML052W"	0.76	303	-17
"YML051W"	0.82	266	10
"YML050W"	0.87	210	49
"YML049C"	0.91	301	0
"YML048W"	0.93	305	-17
"YML047C"	0.81	268	25
"YML046W"	0.81	266	17
"YML043C"	0.87	320	-3
"YML042W"	0.81	247	18
"YML041C"	0.89	249	22
"YML038C"	0.86	270	20
"YML036W"	0.9	241	26
"YML035C"	0.66	399	-20
"YML034W"	0.65	398	-32
"YML032C"	0.86	282	15
"YML031W"	0.86	281	10
"YML030W"	0.89	296	-13
"YML029W"	0.9	247	12
"YML028W"	0.94	311	7
"YML027W"	0.9	346	-20
"YML026C"	0.62	422	-18
"YML025C"	0.64	430	-23
"YML024W"	0.73	368	-34
"YML023C"	0.83	258	23
"YML022W"	0.83	257	21
"YML021C"	0.93	250	0
"YML019W"	0.85	282	6
"YML017W"	0.7	395	-24
"YML016C"	0.9	281	8
"YML015C"	0.9	247	23
"YML014W"	0.89	247	27
"YML013W"	0.89	271	34
"YML012W"	0.9	346	0
"YML011C"	0.9	277	15
"YML010W"	0.91	274	-1
"YML009C"	0.96	324	5
"YML008C"	0.79	239	42
"YML007W"	0.68	318	-50
"YML006C"	0.56	415	-21
"YML005W"	0.82	230	32
"YML004C"	0.9	237	2
"YML001W"	0.9	288	10
"YMR001C"	0.74	1	-19
"YMR002W"	0.95	308	-22
"YMR003W"	0.92	306	4
"YMR004W"	0.87	266	8
"YMR005W"	0.96	301	12
"YMR006C"	0.73	389	-1
"YMR008C"	0.66	382	0
"YMR009W"	0.89	240	26
"YMR011W"	0.7	400	-36
"YMR012W"	0.84	240	0
"YMR013C"	0.73	364	-20
"YMR014W"	0.94	286	3
"YMR015C"	0.68	396	-40
"YMR016C"	0.86	338	0
"YMR017W"	0.73	302	2
"YMR019W"	0.9	280	19
"YMR020W"	0.92	257	0
"YMR021C"	0.9	292	21
"YMR022W"	0.91	291	-6
"YMR023C"	0.77	343	-33
"YMR024W"	0.85	294	13
"YMR026C"	0.87	283	3
"YMR028W"	0.88	243	35
"YMR029C"	0.86	236	31
"YMR030W"	0.74	203	50
"YMR032W"	0.75	379	-13
"YMR033W"	0.88	274	6
"YMR035W"	0.88	282	8
"YMR036C"	0.92	272	24
"YMR037C"	0.74	349	-35
"YMR038C"	0.87	303	-19
"YMR039C"	0.9	332	6
"YMR040W"	0.89	328	-12
"YMR041C"	0.69	404	-46
"YMR042W"	0.7	277	25
"YMR043W"	0.88	275	15
"YMR044W"	0.93	342	-11
"YMR047C"	0.85	279	10
"YMR048W"	0.85	279	4
"YMR049C"	0.86	281	20
"YMR052W"	0.65	400	-27
"YMR053C"	0.81	279	6
"YMR054W"	0.81	280	-7
"YMR055C"	0.89	267	14
"YMR056C"	0.81	331	-45
"YMR058W"	0.88	390	0
"YMR059W"	0.86	265	39
"YMR060C"	0.83	293	10
"YMR061W"	0.83	292	0
"YMR062C"	0.94	231	-9
"YMR063W"	0.83	253	6
"YMR064W"	0.95	262	10
"YMR065W"	0.88	253	21
"YMR066W"	0.89	244	24
"YMR067C"	0.8	208	20
"YMR068W"	0.79	277	16
"YMR069W"	0.95	315	-14
"YMR070W"	0.66	146	14
"YMR071C"	0.95	335	-8
"YMR072W"	0.95	333	-8
"YMR073C"	0.9	258	19
"YMR074C"	0.9	317	-3
"YMR075W"	0.9	318	-7
"YMR076C"	0.91	325	-15
"YMR077C"	0.9	263	21
"YMR078C"	0.87	290	-1
"YMR079W"	0.87	294	19
"YMR080C"	0.94	304	-3
"YMR081C"	0.82	247	49
"YMR083W"	0.58	395	-50
"YMR086W"	0.91	360	-7
"YMR087W"	0.84	258	21
"YMR088C"	0.95	281	10
"YMR089C"	0.85	230	29
"YMR091C"	0.95	293	-2
"YMR092C"	0.91	235	36
"YMR093W"	0.92	292	11
"YMR094W"	0.87	242	12
"YMR095C"	0.75	389	0
"YMR096W"	0.73	215	-2
"YMR097C"	0.88	266	10
"YMR098C"	0.86	217	46
"YMR099C"	0.95	260	0
"YMR100W"	0.87	275	4
