""	"corr"	"length"	"shift"
"YDR188W"	0.79	416	0
"YDR189W"	0.85	268	48
"YDR190C"	0.84	337	28
"YDR191W"	0.79	333	36
"YDR192C"	0.83	247	50
"YDR194C"	0.82	1	-48
"YDR195W"	0.84	1	-44
"YDR196C"	0.81	268	50
"YDR197W"	0.79	1	-50
"YDR198C"	0.75	260	50
"YDR200C"	0.65	1	-39
"YDR201W"	0.66	224	50
"YDR202C"	0.7	1	-39
"YDR204W"	0.72	221	50
"YDR205W"	0.67	1	-46
"YDR206W"	0.81	278	49
"YDR207C"	0.74	271	50
"YDR208W"	0.94	321	18
"YDR211W"	0.64	430	0
"YDR212W"	0.81	262	50
"YDR213W"	0.81	273	50
"YDR214W"	0.72	240	42
"YDR216W"	0.45	485	-17
"YDR217C"	0.72	1	-50
"YDR218C"	0.7	257	50
"YDR219C"	0.75	1	-50
"YDR221W"	0.82	264	50
"YDR223W"	0.76	245	37
"YDR224C"	0.87	273	36
"YDR225W"	0.86	360	3
"YDR226W"	0.75	325	41
"YDR227W"	0.71	259	50
"YDR228C"	0.91	271	37
"YDR229W"	0.88	242	50
"YDR231C"	0.96	367	4
"YDR232W"	0.85	339	28
"YDR233C"	0.65	249	50
"YDR234W"	0.85	481	0
"YDR235W"	0.86	266	46
"YDR236C"	0.57	1	-17
"YDR237W"	0.69	234	50
"YDR238C"	0.78	305	46
"YDR239C"	0.68	258	50
"YDR240C"	0.73	1	-50
"YDR242W"	0.69	253	50
"YDR243C"	0.8	291	47
"YDR244W"	0.8	286	47
"YDR245W"	0.71	292	50
"YDR246W"	0.85	285	47
"YDR247W"	0.58	450	0
"YDR251W"	0.91	328	23
"YDR252W"	0.72	1	-50
"YDR253C"	0.87	315	25
"YDR254W"	0.81	318	44
"YDR255C"	0.78	272	50
"YDR256C"	0.67	247	50
"YDR257C"	0.76	265	50
"YDR258C"	0.72	307	50
"YDR259C"	0.92	419	0
"YDR260C"	0.9	285	40
"YDR261C"	0.91	339	20
"YDR263C"	0.81	1	-41
"YDR264C"	0.83	263	50
"YDR265W"	0.88	251	46
"YDR266C"	0.77	276	50
"YDR267C"	0.83	1	-42
"YDR268W"	0.79	1	-46
"YDR270W"	0.67	273	50
"YDR272W"	0.74	1	-29
"YDR273W"	0.79	261	50
"YDR275W"	0.86	197	-16
"YDR276C"	0.69	394	0
"YDR277C"	0.79	398	0
"YDR279W"	0.81	253	48
"YDR280W"	0.83	273	49
"YDR281C"	0.87	279	46
"YDR283C"	0.77	1	-50
"YDR284C"	0.77	318	30
"YDR285W"	0.81	305	39
"YDR287W"	0.73	1	-50
"YDR288W"	0.67	243	50
"YDR289C"	0.8	254	50
"YDR292C"	0.86	276	49
"YDR293C"	0.84	299	42
"YDR294C"	0.81	1	-50
"YDR295C"	0.69	302	50
"YDR296W"	0.89	334	13
"YDR297W"	0.93	292	9
"YDR298C"	0.88	247	50
"YDR299W"	0.68	268	50
"YDR300C"	0.82	266	50
"YDR301W"	0.85	1	-32
"YDR302W"	0.85	283	42
"YDR303C"	0.45	422	16
"YDR304C"	0.53	1	-28
"YDR305C"	0.88	222	50
"YDR308C"	0.8	1	-48
"YDR309C"	0.57	244	50
"YDR310C"	0.84	264	49
"YDR311W"	0.78	1	-50
"YDR312W"	0.72	235	50
"YDR313C"	0.89	309	33
"YDR314C"	0.53	500	0
"YDR315C"	0.81	1	-44
"YDR316W"	0.81	243	50
"YDR317W"	0.81	211	50
"YDR318W"	0.79	256	50
"YDR320C"	0.72	423	0
"YDR320C-A"	0.77	1	-50
"YDR321W"	0.71	253	50
"YDR322W"	0.73	1	-50
"YDR322C-A"	0.89	261	50
"YDR323C"	0.73	254	50
"YDR324C"	0.8	1	-50
"YDR325W"	0.76	1	-36
"YDR326C"	0.81	285	42
"YDR328C"	0.88	250	50
"YDR329C"	0.72	262	50
"YDR330W"	0.75	267	50
"YDR331W"	0.77	260	50
"YDR332W"	0.6	1	-39
"YDR334W"	0.95	480	0
"YDR335W"	0.83	288	40
"YDR337W"	0.72	1	-46
"YDR339C"	0.83	259	48
"YDR341C"	0.86	310	35
"YDR342C"	0.6	397	-35
"YDR343C"	0.85	103	17
"YDR345C"	0.62	457	0
"YDR346C"	0.9	346	9
"YDR347W"	0.81	342	37
"YDR349C"	0.81	271	50
"YDR350C"	0.74	304	50
"YDR351W"	0.74	281	49
"YDR353W"	0.87	261	50
"YDR354W"	0.82	280	49
"YDR356W"	0.85	267	50
"YDR358W"	0.73	389	0
"YDR359C"	0.75	280	50
"YDR361C"	0.79	290	45
"YDR362C"	0.77	249	50
"YDR363W"	0.83	260	50
"YDR363W-A"	0.66	466	0
"YDR364C"	0.84	245	50
"YDR365C"	0.65	464	0
"YDR367W"	0.58	390	0
"YDR368W"	0.85	284	45
"YDR369C"	0.52	498	0
"YDR372C"	0.8	324	33
"YDR373W"	0.76	308	35
"YDR375C"	0.73	1	-50
"YDR376W"	0.82	260	50
"YDR377W"	0.77	284	50
"YDR378C"	0.82	258	50
"YDR379W"	0.77	231	50
"YDR379C-A"	0.67	244	50
"YDR380W"	0.83	352	27
"YDR381W"	0.86	429	0
"YDR381C-A"	0.53	1	-36
"YDR382W"	0.95	434	0
"YDR383C"	0.83	1	-43
"YDR384C"	0.47	487	0
"YDR385W"	0.45	450	0
"YDR386W"	0.8	248	50
"YDR388W"	0.71	258	50
"YDR389W"	0.87	430	0
"YDR390C"	0.92	492	0
"YDR392W"	0.73	239	50
"YDR393W"	0.74	1	-42
"YDR394W"	0.87	275	50
"YDR395W"	0.79	287	47
"YDR397C"	0.74	262	50
"YDR398W"	0.86	311	31
"YDR399W"	0.85	323	37
"YDR400W"	0.84	248	38
"YDR402C"	0.77	273	50
"YDR403W"	0.76	270	50
"YDR404C"	0.83	334	34
"YDR405W"	0.83	331	31
"YDR406W"	0.83	380	-6
"YDR407C"	0.68	293	40
"YDR408C"	0.7	253	50
"YDR409W"	0.76	271	50
"YDR410C"	0.82	274	50
"YDR411C"	0.8	294	46
"YDR412W"	0.78	301	49
"YDR414C"	0.62	237	50
"YDR416W"	0.73	225	50
"YDR418W"	0.96	396	0
"YDR419W"	0.86	403	0
"YDR420W"	0.71	277	43
"YDR421W"	0.81	1	-50
"YDR422C"	0.8	264	50
"YDR423C"	0.74	260	50
"YDR424C"	0.76	1	-36
"YDR425W"	0.65	498	0
"YDR427W"	0.79	261	50
"YDR428C"	0.68	219	50
"YDR429C"	0.81	263	50
"YDR430C"	0.77	301	44
"YDR432W"	0.85	313	33
"YDR434W"	0.79	252	50
"YDR435C"	0.82	270	50
"YDR436W"	0.82	396	-5
"YDR437W"	0.64	1	-38
"YDR438W"	0.57	183	50
"YDR439W"	0.81	227	50
"YDR440W"	0.81	264	50
"YDR441C"	0.46	248	49
"YDR443C"	0.78	289	46
"YDR446W"	0.7	270	50
"YDR447C"	0.58	323	-50
"YDR448W"	0.89	428	0
"YDR449C"	0.7	279	46
"YDR450W"	0.8	453	0
"YDR451C"	0.64	400	0
"YDR452W"	0.69	441	0
"YDR453C"	0.78	256	50
"YDR454C"	0.79	468	0
"YDR456W"	0.72	258	50
"YDR457W"	0.86	275	45
"YDR458C"	0.89	244	45
"YDR459C"	0.69	1	-50
"YDR460W"	0.72	1	-50
"YDR461W"	0.86	280	40
"YDR462W"	0.84	290	45
"YDR463W"	0.72	285	48
"YDR464W"	0.85	282	43
"YDR465C"	0.84	1	-29
"YDR466W"	0.71	247	50
"YDR468C"	0.75	1	-50
"YDR469W"	0.86	268	50
"YDR470C"	0.65	489	0
"YDR471W"	0.57	226	50
"YDR472W"	0.8	383	-6
"YDR473C"	0.59	1	-35
"YDR475C"	0.5	396	-48
"YDR477W"	0.79	242	50
"YDR478W"	0.78	261	50
"YDR479C"	0.84	245	50
"YDR480W"	0.78	1	-31
"YDR481C"	0.9	232	50
"YDR482C"	0.78	261	50
"YDR483W"	0.79	268	50
"YDR484W"	0.56	1	-42
"YDR485C"	0.61	214	50
"YDR486C"	0.74	1	-43
"YDR487C"	0.6	264	41
"YDR488C"	0.85	276	42
"YDR489W"	0.83	273	50
"YDR490C"	0.7	471	0
"YDR492W"	0.66	500	0
"YDR493W"	0.66	224	50
"YDR494W"	0.87	283	38
"YDR495C"	0.81	259	50
"YDR496C"	0.87	285	43
"YDR497C"	0.73	293	44
"YDR498C"	0.76	232	50
"YDR499W"	0.88	1	-41
"YDR500C"	0.91	460	0
"YDR501W"	0.93	474	0
"YDR502C"	0.92	357	6
"YDR503C"	0.73	246	50
"YDR505C"	0.73	432	0
"YDR507C"	0.83	294	50
"YDR508C"	0.61	367	-46
"YDR510W"	0.5	500	0
"YDR511W"	0.69	422	0
"YDR512C"	0.86	258	49
"YDR513W"	0.89	260	28
"YDR515W"	0.68	500	0
"YDR516C"	0.89	253	47
"YDR517W"	0.69	252	50
"YDR518W"	0.82	271	49
"YDR519W"	0.73	267	50
"YDR522C"	0.58	255	50
"YDR523C"	0.76	285	50
"YDR524C"	0.95	409	0
"YDR525W-A"	0.6	420	-5
"YDR527W"	0.8	320	26
"YDR528W"	0.83	322	41
"YDR529C"	0.79	306	39
"YDR530C"	0.82	1	-16
"YDR531W"	0.83	251	48
"YDR532C"	0.85	222	48
"YDR533C"	0.81	1	-50
"YDR536W"	0.75	385	-23
"YDR538W"	0.64	239	50
"YDR539W"	0.9	312	27
"YDR540C"	0.68	446	0
"YDR542W"	0.74	208	2
"YEL072W"	0.85	336	30
"YEL071W"	0.78	324	49
"YEL069C"	0.83	444	0
"YEL066W"	0.79	451	0
"YEL065W"	0.79	245	50
"YEL064C"	0.76	251	50
"YEL063C"	0.78	443	0
"YEL062W"	0.7	441	0
"YEL061C"	0.77	272	50
"YEL060C"	0.6	442	0
"YEL059C-A"	0.62	1	-50
"YEL058W"	0.61	233	50
"YEL056W"	0.77	1	-50
"YEL055C"	0.83	303	39
"YEL054C"	0.92	439	0
"YEL053C"	0.76	1	-47
"YEL052W"	0.72	1	-38
"YEL051W"	0.76	278	50
"YEL050C"	0.77	263	50
"YEL049W"	0.78	237	50
"YEL048C"	0.78	259	50
"YEL047C"	0.75	270	50
"YEL046C"	0.61	306	23
"YEL044W"	0.46	500	-16
"YEL043W"	0.86	274	45
"YEL042W"	0.88	328	22
"YEL041W"	0.85	237	49
"YEL040W"	0.93	458	0
"YEL039C"	0.9	365	11
"YEL038W"	0.91	371	10
"YEL037C"	0.78	300	50
"YEL036C"	0.66	305	39
"YEL034W"	0.65	384	-50
"YEL032W"	0.76	494	0
"YEL031W"	0.81	279	50
"YEL030W"	0.79	266	50
"YEL029C"	0.84	272	50
"YEL027W"	0.81	356	-14
"YEL026W"	0.93	338	16
"YEL024W"	0.84	298	45
"YEL022W"	0.71	271	50
"YEL021W"	0.8	296	50
"YEL020W-A"	0.84	267	50
"YEL019C"	0.67	1	-44
"YEL018W"	0.87	247	50
"YEL017C-A"	0.47	430	-29
"YEL017W"	0.62	422	0
"YEL016C"	0.79	268	50
"YEL015W"	0.81	270	50
"YEL013W"	0.84	278	48
"YEL012W"	0.8	301	37
"YEL011W"	0.64	1	-41
"YEL009C"	0.65	1	-31
"YEL006W"	0.88	310	38
"YEL005C"	0.76	223	50
"YEL004W"	0.74	234	50
"YEL003W"	0.81	258	50
"YEL002C"	0.83	282	48
"YEL001C"	0.81	292	50
"YER001W"	0.81	354	0
"YER002W"	0.87	318	32
"YER003C"	0.76	47	-50
"YER004W"	0.62	34	-42
"YER005W"	0.71	251	27
"YER006W"	0.84	313	39
"YER007W"	0.68	413	5
"YER007C-A"	0.67	260	50
"YER008C"	0.79	265	50
"YER009W"	0.8	286	44
"YER010C"	0.53	462	0
"YER011W"	0.76	405	6
"YER012W"	0.88	274	36
"YER013W"	0.81	274	50
"YER014W"	0.78	256	50
"YER014C-A"	0.8	187	48
"YER015W"	0.79	1	-50
"YER016W"	0.66	242	50
"YER017C"	0.77	226	50
"YER018C"	0.7	267	50
"YER019W"	0.75	289	47
"YER019C-A"	0.56	323	40
"YER020W"	0.6	243	50
"YER021W"	0.78	305	38
"YER022W"	0.82	1	-47
"YER023W"	0.73	251	50
"YER024W"	0.72	259	50
"YER025W"	0.82	272	50
"YER026C"	0.76	292	50
"YER027C"	0.75	245	50
"YER028C"	0.88	327	-22
"YER029C"	0.82	274	49
"YER030W"	0.82	271	50
"YER031C"	0.78	285	49
"YER032W"	0.82	290	43
"YER033C"	0.7	1	-14
"YER035W"	0.63	377	-8
"YER036C"	0.56	251	50
"YER037W"	0.8	330	-15
"YER038C"	0.64	1	-35
"YER039C"	0.77	261	50
"YER040W"	0.79	1	-50
"YER041W"	0.68	1	-29
"YER042W"	0.83	265	50
"YER043C"	0.73	379	24
"YER044C"	0.8	307	50
"YER044C-A"	0.51	1	-3
"YER045C"	0.81	389	0
"YER046W"	0.76	401	0
"YER047C"	0.79	255	50
"YER048C"	0.9	285	36
"YER048W-A"	0.62	1	-43
"YER049W"	0.81	269	50
"YER050C"	0.69	1	-50
"YER051W"	0.81	278	50
"YER052C"	0.86	345	25
"YER053C"	0.8	1	20
"YER055C"	0.87	343	25
"YER056C"	0.6	500	0
"YER056C-A"	0.55	500	0
"YER057C"	0.62	212	50
"YER058W"	0.62	230	50
"YER059W"	0.66	255	50
"YER060W"	0.87	255	50
"YER061C"	0.9	221	38
"YER062C"	0.65	414	-14
"YER063W"	0.95	287	23
"YER065C"	0.88	333	6
"YER067W"	0.85	294	50
"YER068W"	0.91	320	30
"YER069W"	0.75	269	45
"YER070W"	0.91	381	6
"YER072W"	0.79	290	50
"YER073W"	0.7	379	-38
"YER074W"	0.64	408	0
"YER074W-A"	0.76	1	-50
"YER075C"	0.77	354	-32
"YER078C"	0.86	290	47
"YER080W"	0.84	1	-50
"YER081W"	0.9	387	0
"YER082C"	0.78	271	50
"YER083C"	0.77	256	50
"YER086W"	0.78	321	42
"YER087W"	0.66	1	-24
"YER087C-B"	0.83	297	49
"YER088C"	0.47	421	0
"YER089C"	0.79	312	42
"YER090W"	0.8	304	41
"YER091C"	0.59	383	0
"YER092W"	0.65	417	0
"YER093C"	0.77	223	50
"YER093C-A"	0.47	500	0
"YER094C"	0.75	265	50
"YER095W"	0.75	254	50
"YER096W"	0.75	258	50
"YER098W"	0.75	425	0
"YER099C"	0.52	248	50
"YER100W"	0.72	230	50
"YER101C"	0.56	453	0
"YER102W"	0.57	500	0
"YER103W"	0.73	420	0
"YER104W"	0.65	1	-42
"YER105C"	0.84	279	44
"YER106W"	0.84	277	46
"YER107C"	0.78	270	50
"YER109C"	0.79	261	50
"YER110C"	0.72	289	47
"YER111C"	0.7	314	31
"YER112W"	0.9	367	12
"YER113C"	0.86	1	-42
"YER114C"	0.69	314	23
"YER115C"	0.7	251	50
"YER116C"	0.6	453	0
"YER117W"	0.54	461	0
"YER118C"	0.74	273	50
"YER119C"	0.85	310	35
"YER120W"	0.85	314	34
"YER122C"	0.79	292	50
"YER123W"	0.84	299	39
"YER124C"	0.87	446	0
"YER125W"	0.79	415	3
"YER126C"	0.73	284	50
"YER127W"	0.84	300	39
"YER129W"	0.81	281	42
"YER131W"	0.89	462	0
"YER132C"	0.81	255	50
"YER133W"	0.89	289	22
"YER136W"	0.62	325	50
"YER139C"	0.74	249	50
"YER141W"	0.81	301	42
"YER142C"	0.76	252	50
"YER143W"	0.79	1	-49
"YER144C"	0.84	285	44
"YER145C"	0.7	383	-42
"YER146W"	0.59	292	50
"YER147C"	0.82	297	45
"YER148W"	0.85	297	37
"YER149C"	0.71	1	-50
"YER150W"	0.66	330	21
"YER151C"	0.84	265	50
"YER152C"	0.8	281	44
"YER153C"	0.76	267	50
"YER154W"	0.82	278	41
"YER155C"	0.66	1	-18
"YER157W"	0.63	1	-24
"YER159C"	0.67	302	17
"YER161C"	0.82	277	50
"YER162C"	0.71	254	50
"YER164W"	0.68	274	50
"YER165W"	0.89	378	3
"YER166W"	0.86	315	30
"YER167W"	0.87	343	25
"YER168C"	0.64	500	0
"YER169W"	0.65	415	0
"YER170W"	0.73	246	50
"YER171W"	0.79	265	50
"YER172C"	0.7	258	50
"YER173W"	0.78	263	50
"YER174C"	0.86	258	50
"YER175C"	0.61	199	50
"YER176W"	0.82	300	39
"YER177W"	0.6	238	48
"YER178W"	0.83	297	50
"YER179W"	0.67	1	-22
"YER180C-A"	0.93	494	0
"YER183C"	0.72	1	-39
"YER185W"	0.65	446	0
"YFL062W"	0.85	268	44
"YFL060C"	0.57	252	50
"YFL059W"	0.88	1	0
"YFL058W"	0.85	1	-48
"YFL056C"	0.77	242	50
"YFL055W"	0.81	263	50
"YFL053W"	0.73	279	50
"YFL050C"	0.81	264	50
"YFL049W"	0.78	263	50
"YFL048C"	0.74	1	-50
"YFL047W"	0.78	264	50
"YFL045C"	0.86	254	50
"YFL044C"	0.67	479	0
"YFL041W"	0.57	214	50
"YFL039C"	0.78	262	50
"YFL038C"	0.89	364	13
"YFL037W"	0.84	355	24
"YFL036W"	0.91	400	4
"YFL034C-B"	0.74	256	50
"YFL034C-A"	0.95	444	0
"YFL033C"	0.41	471	0
"YFL031W"	0.71	432	0
"YFL030W"	0.91	1	-7
"YFL029C"	0.77	444	0
"YFL028C"	0.66	238	50
"YFL027C"	0.42	1	-31
"YFL026W"	0.9	425	0
"YFL025C"	0.78	250	50
"YFL024C"	0.63	267	50
"YFL023W"	0.81	473	0
"YFL022C"	0.97	473	0
"YFL021W"	0.7	295	-8
"YFL018C"	0.91	304	35
"YFL017W-A"	0.82	1	-22
"YFL017C"	0.77	248	50
"YFL016C"	0.66	404	-4
"YFL014W"	0.61	482	0
"YFL013C"	0.75	303	50
"YFL011W"	0.84	1	-50
"YFL010W-A"	0.76	1	-50
"YFL010C"	0.79	270	50
"YFL009W"	0.8	273	50
"YFL008W"	0.8	283	50
"YFL007W"	0.8	280	50
"YFL005W"	0.86	259	50
"YFL004W"	0.6	1	-45
"YFL003C"	0.86	296	40
"YFL002C"	0.85	268	50
"YFL001W"	0.78	1	-50
"YFR001W"	0.81	290	40
"YFR002W"	0.78	280	49
"YFR003C"	0.83	287	47
"YFR004W"	0.79	276	50
"YFR005C"	0.91	354	10
"YFR007W"	0.59	454	0
"YFR008W"	0.71	1	-36
"YFR009W"	0.78	222	50
"YFR010W"	0.87	258	50
"YFR011C"	0.86	433	0
"YFR013W"	0.62	500	0
"YFR014C"	0.9	308	23
"YFR015C"	0.88	487	0
"YFR016C"	0.95	370	0
"YFR019W"	0.81	280	50
"YFR021W"	0.78	1	-50
"YFR022W"	0.93	264	45
"YFR023W"	0.73	1	-21
"YFR024C-A"	0.8	255	50
"YFR025C"	0.73	390	20
"YFR026C"	0.62	232	50
"YFR027W"	0.68	1	-41
"YFR028C"	0.61	265	43
"YFR029W"	0.89	406	0
"YFR030W"	0.73	313	50
"YFR031C"	0.74	1	-43
"YFR031C-A"	0.55	1	45
"YFR032C-A"	0.63	393	0
"YFR033C"	0.68	273	43
"YFR034C"	0.83	323	24
"YFR036W"	0.56	473	0
"YFR037C"	0.78	274	50
"YFR038W"	0.73	265	50
"YFR040W"	0.96	458	0
"YFR041C"	0.69	218	50
"YFR042W"	0.65	1	-31
"YFR043C"	0.77	218	50
"YFR044C"	0.66	254	50
"YFR046C"	0.56	489	0
"YFR047C"	0.75	500	0
"YFR048W"	0.83	276	49
"YFR049W"	0.86	266	50
"YFR050C"	0.77	273	49
"YFR051C"	0.81	266	50
"YFR052W"	0.85	281	50
"YGL258W"	0.82	291	49
"YGL257C"	0.53	47	-23
"YGL256W"	0.61	241	50
"YGL255W"	0.86	281	36
"YGL254W"	0.84	229	50
"YGL253W"	0.57	417	-3
"YGL252C"	0.84	309	38
"YGL250W"	0.84	265	50
"YGL249W"	0.75	50	-33
"YGL248W"	0.82	1	-50
"YGL247W"	0.8	1	-50
"YGL246C"	0.8	274	50
"YGL245W"	0.76	274	50
"YGL244W"	0.83	279	48
"YGL243W"	0.89	216	36
"YGL241W"	0.82	232	50
"YGL240W"	0.88	262	49
"YGL238W"	0.77	267	50
"YGL237C"	0.73	247	50
"YGL236C"	0.8	302	44
"YGL234W"	0.85	305	34
"YGL233W"	0.82	262	50
"YGL232W"	0.65	440	0
"YGL231C"	0.54	500	0
"YGL229C"	0.99	449	0
"YGL228W"	0.98	446	0
"YGL227W"	0.87	258	50
"YGL226C-A"	0.72	232	50
"YGL226W"	0.72	231	50
"YGL225W"	0.96	463	0
"YGL224C"	0.77	1	-50
"YGL223C"	0.58	211	50
"YGL222C"	0.7	275	50
"YGL221C"	0.65	232	50
"YGL220W"	0.79	227	50
"YGL219C"	0.95	500	0
"YGL216W"	0.92	500	0
"YGL215W"	0.85	285	44
"YGL213C"	0.73	1	-50
"YGL212W"	0.78	253	50
"YGL211W"	0.76	1	-50
"YGL210W"	0.82	272	50
"YGL209W"	0.74	404	0
"YGL208W"	0.76	230	50
"YGL207W"	0.84	304	37
"YGL206C"	0.92	500	0
"YGL205W"	0.67	491	0
"YGL203C"	0.81	276	50
"YGL202W"	0.92	304	26
"YGL201C"	0.82	273	50
"YGL200C"	0.9	351	0
"YGL198W"	0.82	345	31
"YGL197W"	0.87	305	25
"YGL196W"	0.78	289	50
"YGL195W"	0.77	290	49
"YGL194C"	0.86	1	-47
"YGL192W"	0.74	500	0
"YGL191W"	0.72	500	0
"YGL190C"	0.84	246	25
"YGL189C"	0.64	409	0
"YGL187C"	0.91	319	24
"YGL186C"	0.67	443	0
"YGL183C"	0.74	283	50
"YGL181W"	0.8	288	50
"YGL180W"	0.78	500	0
"YGL179C"	0.77	302	50
"YGL178W"	0.91	371	4
"YGL175C"	0.82	1	-43
"YGL174W"	0.7	249	50
"YGL173C"	0.86	298	36
"YGL172W"	0.85	296	40
"YGL171W"	0.72	260	50
"YGL170C"	0.9	494	0
"YGL169W"	0.91	500	0
"YGL168W"	0.9	266	43
"YGL167C"	0.8	305	49
"YGL166W"	0.86	307	39
"YGL164C"	0.85	1	-50
"YGL163C"	0.73	259	50
"YGL162W"	0.61	260	50
"YGL161C"	0.86	282	50
"YGL160W"	0.85	274	48
"YGL158W"	0.78	1	-50
"YGL157W"	0.93	341	14
"YGL156W"	0.71	235	50
"YGL155W"	0.79	1	-45
"YGL154C"	0.72	1	-45
"YGL153W"	0.76	232	50
"YGL151W"	0.72	257	50
"YGL150C"	0.79	398	-6
"YGL148W"	0.76	286	43
"YGL147C"	0.65	463	0
"YGL145W"	0.9	500	0
"YGL144C"	0.73	235	50
"YGL143C"	0.61	500	0
"YGL142C"	0.67	1	-42
"YGL141W"	0.59	1	-40
"YGL139W"	0.8	288	49
"YGL137W"	0.8	315	41
"YGL136C"	0.86	359	17
"YGL135W"	0.89	330	20
"YGL134W"	0.79	292	44
"YGL133W"	0.8	269	34
"YGL131C"	0.75	247	50
"YGL130W"	0.6	1	-41
"YGL129C"	0.74	1	-48
"YGL128C"	0.51	139	-50
"YGL127C"	0.86	1	-50
"YGL126W"	0.89	246	50
"YGL125W"	0.63	1	18
"YGL124C"	0.51	359	15
"YGL123W"	0.82	467	0
"YGL122C"	0.83	298	43
"YGL121C"	0.76	216	47
"YGL120C"	0.89	1	-37
"YGL119W"	0.57	248	50
"YGL116W"	0.87	290	47
"YGL115W"	0.82	261	50
"YGL113W"	0.83	268	45
"YGL112C"	0.79	266	50
"YGL111W"	0.74	260	50
"YGL110C"	0.73	1	-42
"YGL107C"	0.82	278	50
"YGL106W"	0.85	288	45
"YGL105W"	0.91	330	18
"YGL104C"	0.63	475	0
"YGL103W"	0.98	446	0
"YGL100W"	0.71	221	50
"YGL099W"	0.79	270	50
"YGL098W"	0.43	497	0
"YGL097W"	0.73	310	33
"YGL096W"	0.66	365	0
"YGL095C"	0.84	316	32
"YGL094C"	0.75	258	50
"YGL093W"	0.81	266	50
"YGL092W"	0.85	271	50
"YGL091C"	0.74	1	-50
"YGL090W"	0.79	257	50
"YGL087C"	0.84	288	38
"YGL086W"	0.77	280	50
"YGL084C"	0.56	213	50
"YGL083W"	0.81	296	42
"YGL078C"	0.8	269	50
"YGL077C"	0.83	304	41
"YGL076C"	0.88	367	11
"YGL075C"	0.81	1	-50
"YGL073W"	0.76	1	-24
"YGL071W"	0.87	335	25
"YGL070C"	0.8	265	50
"YGL068W"	0.82	270	50
"YGL067W"	0.71	1	-15
"YGL066W"	0.84	277	45
"YGL065C"	0.83	240	50
"YGL064C"	0.78	292	43
"YGL063W"	0.72	278	50
"YGL062W"	0.56	450	0
"YGL061C"	0.77	238	50
"YGL060W"	0.79	241	50
"YGL059W"	0.8	263	50
"YGL058W"	0.82	294	50
"YGL057C"	0.76	262	50
"YGL056C"	0.61	457	0
"YGL055W"	0.58	256	5
"YGL054C"	0.68	1	-44
"YGL053W"	0.82	204	50
"YGL050W"	0.41	500	0
"YGL049C"	0.83	281	50
"YGL048C"	0.84	258	50
"YGL047W"	0.71	250	50
"YGL045W"	0.87	222	50
"YGL044C"	0.87	275	46
"YGL043W"	0.84	271	50
"YGL040C"	0.75	358	38
"YGL039W"	0.64	303	5
"YGL038C"	0.75	325	50
"YGL037C"	0.53	120	-13
"YGL035C"	0.8	353	1
"YGL032C"	0.91	323	21
"YGL031C"	0.61	414	0
"YGL030W"	0.59	414	-29
"YGL029W"	0.78	248	50
"YGL028C"	0.89	271	45
"YGL027C"	0.66	249	50
"YGL026C"	0.74	263	50
"YGL025C"	0.78	1	-50
"YGL023C"	0.81	273	50
"YGL022W"	0.86	280	43
"YGL021W"	0.78	263	50
"YGL020C"	0.6	1	-33
"YGL019W"	0.69	1	-44
"YGL018C"	0.62	1	-43
"YGL017W"	0.59	500	0
"YGL016W"	0.69	1	-50
"YGL014W"	0.75	267	50
"YGL013C"	0.69	419	0
"YGL012W"	0.7	419	0
"YGL011C"	0.77	272	50
"YGL009C"	0.89	339	10
"YGL006W"	0.78	377	7
"YGL005C"	0.62	244	50
"YGL004C"	0.78	235	50
"YGL003C"	0.85	291	42
"YGL002W"	0.8	285	50
"YGL001C"	0.8	238	48
"YGR002C"	0.64	260	50
"YGR003W"	0.68	277	43
"YGR004W"	0.83	260	50
"YGR005C"	0.69	241	50
"YGR006W"	0.8	240	50
"YGR007W"	0.76	268	50
"YGR008C"	0.64	261	50
"YGR009C"	0.77	258	50
"YGR010W"	0.56	198	50
"YGR012W"	0.87	267	43
"YGR013W"	0.77	251	50
"YGR014W"	0.96	497	0
"YGR019W"	0.8	284	50
"YGR020C"	0.87	303	32
"YGR023W"	0.77	253	50
"YGR024C"	0.86	286	50
"YGR027C"	0.8	378	10
"YGR028W"	0.57	234	50
"YGR029W"	0.56	1	-39
"YGR030C"	0.75	272	50
"YGR031C-A"	0.58	407	-3
"YGR032W"	0.81	1	-18
"YGR033C"	0.82	342	32
"YGR034W"	0.96	408	0
"YGR036C"	0.89	263	48
"YGR037C"	0.78	286	48
"YGR038W"	0.73	1	-39
"YGR040W"	0.72	1	-4
"YGR041W"	0.77	402	0
"YGR043C"	0.87	378	3
"YGR044C"	0.7	401	0
"YGR046W"	0.78	286	50
"YGR047C"	0.92	416	0
"YGR048W"	0.74	391	35
"YGR049W"	0.92	287	22
"YGR054W"	0.81	311	33
"YGR055W"	0.42	337	-50
"YGR056W"	0.96	308	11
"YGR057C"	0.67	266	50
"YGR058W"	0.72	421	0
"YGR059W"	0.87	260	46
"YGR060W"	0.66	1	-16
"YGR061C"	0.78	1	-50
"YGR062C"	0.71	241	50
"YGR063C"	0.65	272	50
"YGR065C"	0.91	319	19
"YGR068C"	0.77	270	49
"YGR070W"	0.6	102	-50
"YGR072W"	0.63	221	50
"YGR074W"	0.77	276	50
"YGR075C"	0.62	1	-20
"YGR076C"	0.75	228	50
"YGR077C"	0.79	1	-50
"YGR078C"	0.81	500	0
"YGR080W"	0.68	245	50
