""	"corr"	"length"	"shift"
"YKL211C"	0.72	1	-43
"YKL210W"	0.8	287	50
"YKL209C"	0.9	285	40
"YKL208W"	0.81	186	50
"YKL207W"	0.64	489	0
"YKL206C"	0.72	275	50
"YKL205W"	0.74	277	50
"YKL204W"	0.75	271	50
"YKL203C"	0.72	251	50
"YKL198C"	0.79	1	-7
"YKL197C"	0.7	412	7
"YKL196C"	0.69	270	50
"YKL195W"	0.78	289	45
"YKL194C"	0.76	229	50
"YKL193C"	0.62	238	50
"YKL192C"	0.76	250	50
"YKL191W"	0.85	1	-48
"YKL190W"	0.83	298	42
"YKL189W"	0.7	1	-39
"YKL188C"	0.73	472	0
"YKL186C"	0.85	1	-50
"YKL185W"	0.6	1	15
"YKL184W"	0.95	380	0
"YKL183W"	0.8	308	37
"YKL182W"	0.73	279	40
"YKL181W"	0.93	284	34
"YKL180W"	0.65	256	48
"YKL179C"	0.72	264	50
"YKL176C"	0.84	1	-23
"YKL175W"	0.82	1	-50
"YKL174C"	0.66	257	50
"YKL173W"	0.71	242	50
"YKL172W"	0.89	297	40
"YKL171W"	0.92	407	0
"YKL170W"	0.83	269	50
"YKL168C"	0.65	260	50
"YKL167C"	0.79	1	-50
"YKL166C"	0.62	273	50
"YKL165C"	0.72	305	38
"YKL164C"	0.85	332	29
"YKL163W"	0.77	1	-49
"YKL161C"	0.78	241	50
"YKL160W"	0.81	342	24
"YKL159C"	0.57	500	0
"YKL157W"	0.56	466	0
"YKL156W"	0.98	393	0
"YKL155C"	0.75	236	50
"YKL154W"	0.72	246	50
"YKL152C"	0.6	194	50
"YKL150W"	0.82	1	-50
"YKL149C"	0.83	287	49
"YKL148C"	0.67	67	-50
"YKL146W"	0.58	251	50
"YKL145W"	0.82	268	50
"YKL144C"	0.77	260	50
"YKL143W"	0.76	262	50
"YKL142W"	0.92	331	15
"YKL141W"	0.79	1	-50
"YKL140W"	0.86	216	49
"YKL139W"	0.8	267	50
"YKL138C-A"	0.56	488	0
"YKL138C"	0.75	236	50
"YKL137W"	0.77	1	-32
"YKL135C"	0.72	256	50
"YKL134C"	0.73	253	50
"YKL132C"	0.79	1	-39
"YKL130C"	0.84	282	45
"YKL129C"	0.86	274	46
"YKL128C"	0.77	270	50
"YKL127W"	0.73	277	50
"YKL126W"	0.8	282	50
"YKL125W"	0.84	308	29
"YKL124W"	0.86	283	42
"YKL122C"	0.87	267	50
"YKL120W"	0.65	440	0
"YKL119C"	0.75	216	50
"YKL117W"	0.78	261	50
"YKL116C"	0.83	231	50
"YKL114C"	0.6	1	-36
"YKL113C"	0.72	1	-50
"YKL112W"	0.91	438	0
"YKL110C"	0.71	1	-50
"YKL108W"	0.78	259	50
"YKL106W"	0.45	1	-17
"YKL104C"	0.79	392	-4
"YKL103C"	0.66	414	0
"YKL101W"	0.76	294	45
"YKL099C"	0.77	263	50
"YKL098W"	0.82	271	50
"YKL096W"	0.7	380	0
"YKL095W"	0.74	271	50
"YKL094W"	0.79	317	49
"YKL093W"	0.89	346	5
"YKL092C"	0.59	230	50
"YKL091C"	0.64	500	0
"YKL090W"	0.63	1	-40
"YKL089W"	0.6	500	0
"YKL088W"	0.78	255	50
"YKL087C"	0.81	314	48
"YKL086W"	0.92	313	25
"YKL085W"	0.66	276	50
"YKL084W"	0.8	292	41
"YKL082C"	0.79	1	-32
"YKL081W"	0.77	288	50
"YKL080W"	0.84	357	20
"YKL079W"	0.85	261	50
"YKL078W"	0.8	1	-50
"YKL074C"	0.75	262	50
"YKL073W"	0.71	252	50
"YKL072W"	0.81	291	50
"YKL069W"	0.85	296	45
"YKL068W"	0.8	311	31
"YKL067W"	0.83	278	31
"YKL065C"	0.88	1	-34
"YKL064W"	0.82	1	-50
"YKL062W"	0.51	244	50
"YKL060C"	0.49	479	-33
"YKL059C"	0.77	1	-40
"YKL058W"	0.79	1	-50
"YKL057C"	0.77	315	30
"YKL056C"	0.9	440	0
"YKL055C"	0.79	1	-31
"YKL054C"	0.79	333	21
"YKL053C-A"	0.81	1	-50
"YKL052C"	0.85	429	0
"YKL051W"	0.8	239	47
"YKL050C"	0.75	205	47
"YKL049C"	0.81	280	49
"YKL048C"	0.72	1	-50
"YKL046C"	0.78	255	50
"YKL045W"	0.66	474	0
"YKL043W"	0.54	414	0
"YKL042W"	0.91	271	32
"YKL041W"	0.76	249	50
"YKL040C"	0.64	253	50
"YKL039W"	0.64	1	-41
"YKL038W"	0.78	255	50
"YKL035W"	0.93	319	16
"YKL034W"	0.78	269	50
"YKL033W"	0.6	500	0
"YKL032C"	0.63	252	-50
"YKL029C"	0.6	1	9
"YKL028W"	0.8	252	50
"YKL027W"	0.76	307	24
"YKL026C"	0.81	228	50
"YKL025C"	0.83	271	49
"YKL024C"	0.96	428	0
"YKL022C"	0.8	249	50
"YKL021C"	0.85	261	50
"YKL020C"	0.86	272	50
"YKL019W"	0.45	193	50
"YKL018W"	0.82	232	50
"YKL017C"	0.6	388	16
"YKL016C"	0.64	500	0
"YKL015W"	0.66	425	0
"YKL014C"	0.85	1	-27
"YKL013C"	0.76	268	50
"YKL012W"	0.86	279	41
"YKL011C"	0.53	160	-50
"YKL010C"	0.88	306	37
"YKL009W"	0.87	291	45
"YKL008C"	0.33	339	16
"YKL007W"	0.67	440	0
"YKL006C-A"	0.74	244	50
"YKL006W"	0.64	403	0
"YKL005C"	0.81	302	40
"YKL004W"	0.85	312	36
"YKL003C"	0.81	256	50
"YKL002W"	0.81	252	50
"YKL001C"	0.88	367	7
"YKR001C"	0.76	282	49
"YKR002W"	0.76	300	48
"YKR003W"	0.84	306	40
"YKR004C"	0.87	272	50
"YKR006C"	0.75	1	-50
"YKR007W"	0.89	260	47
"YKR008W"	0.77	280	49
"YKR009C"	0.83	283	44
"YKR010C"	0.88	295	43
"YKR013W"	0.86	331	19
"YKR014C"	0.82	265	50
"YKR016W"	0.82	317	48
"YKR019C"	0.77	1	-42
"YKR020W"	0.77	225	50
"YKR021W"	0.86	241	50
"YKR022C"	0.76	256	50
"YKR024C"	0.97	470	0
"YKR025W"	0.98	471	0
"YKR026C"	0.85	273	44
"YKR027W"	0.87	338	18
"YKR028W"	0.83	289	39
"YKR029C"	0.55	238	50
"YKR030W"	0.79	1	-35
"YKR031C"	0.8	260	50
"YKR034W"	0.66	257	50
"YKR035W-A"	0.81	261	50
"YKR036C"	0.75	1	-27
"YKR037C"	0.79	242	50
"YKR038C"	0.67	500	0
"YKR039W"	0.73	360	19
"YKR042W"	0.7	425	0
"YKR043C"	0.77	1	-50
"YKR044W"	0.77	254	50
"YKR046C"	0.93	271	33
"YKR048C"	0.85	264	50
"YKR049C"	0.82	196	50
"YKR050W"	0.69	238	50
"YKR052C"	0.72	1	-8
"YKR053C"	0.65	1	-50
"YKR054C"	0.7	258	50
"YKR055W"	0.76	264	50
"YKR056W"	0.74	268	50
"YKR057W"	0.8	384	17
"YKR058W"	0.81	326	38
"YKR059W"	0.96	303	4
"YKR060W"	0.74	247	50
"YKR061W"	0.89	255	50
"YKR062W"	0.85	321	28
"YKR063C"	0.78	259	50
"YKR064W"	0.8	263	50
"YKR065C"	0.72	266	50
"YKR066C"	0.79	255	50
"YKR067W"	0.76	500	0
"YKR068C"	0.7	243	50
"YKR069W"	0.93	358	-7
"YKR071C"	0.82	304	50
"YKR072C"	0.99	471	0
"YKR074W"	0.86	451	0
"YKR076W"	0.7	269	50
"YKR077W"	0.78	259	50
"YKR078W"	0.67	1	-37
"YKR079C"	0.58	249	50
"YKR080W"	0.77	500	0
"YKR081C"	0.81	292	47
"YKR082W"	0.83	289	44
"YKR083C"	0.67	239	50
"YKR084C"	0.77	1	-43
"YKR085C"	0.74	242	50
"YKR086W"	0.67	1	-44
"YKR087C"	0.71	201	50
"YKR088C"	0.74	1	-49
"YKR089C"	0.79	500	0
"YKR090W"	0.66	417	0
"YKR091W"	0.89	293	37
"YKR092C"	0.81	356	19
"YKR093W"	0.69	410	0
"YKR094C"	0.89	362	14
"YKR095W"	0.8	247	50
"YKR095W-A"	0.84	302	39
"YKR096W"	0.73	260	50
"YKR097W"	0.74	391	-2
"YKR098C"	0.88	381	11
"YKR099W"	0.88	385	8
"YKR100C"	0.77	278	50
"YKR101W"	0.8	287	48
"YKR103W"	0.68	230	50
"YLL064C"	0.66	312	50
"YLL063C"	0.68	55	-35
"YLL062C"	0.73	257	50
"YLL061W"	0.78	265	50
"YLL060C"	0.51	172	-50
"YLL057C"	0.62	362	15
"YLL055W"	0.47	401	17
"YLL052C"	0.88	228	13
"YLL051C"	0.71	261	50
"YLL050C"	0.78	312	44
"YLL049W"	0.82	311	34
"YLL048C"	0.85	262	50
"YLL046C"	0.63	491	0
"YLL045C"	0.95	450	0
"YLL043W"	0.85	348	23
"YLL042C"	0.63	498	0
"YLL041C"	0.8	305	43
"YLL040C"	0.76	302	34
"YLL039C"	0.76	267	50
"YLL038C"	0.82	258	50
"YLL036C"	0.71	245	50
"YLL035W"	0.83	257	50
"YLL034C"	0.78	283	47
"YLL033W"	0.74	281	50
"YLL032C"	0.72	270	50
"YLL031C"	0.87	289	38
"YLL029W"	0.93	356	0
"YLL028W"	0.65	300	25
"YLL027W"	0.93	344	16
"YLL026W"	0.69	269	50
"YLL024C"	0.76	369	26
"YLL023C"	0.77	250	50
"YLL022C"	0.65	419	17
"YLL021W"	0.69	277	50
"YLL019C"	0.52	422	0
"YLL018C-A"	0.9	283	28
"YLL018C"	0.82	266	50
"YLL015W"	0.77	268	44
"YLL014W"	0.76	258	50
"YLL013C"	0.64	424	-21
"YLL012W"	0.57	399	-50
"YLL011W"	0.85	309	36
"YLL010C"	0.78	333	24
"YLL009C"	0.71	346	50
"YLL008W"	0.69	294	46
"YLL006W"	0.78	1	-50
"YLL005C"	0.76	245	50
"YLL004W"	0.63	249	50
"YLL003W"	0.73	1	-49
"YLL002W"	0.75	1	-40
"YLL001W"	0.81	278	50
"YLR002C"	0.77	280	50
"YLR004C"	0.7	1	11
"YLR005W"	0.71	1	-41
"YLR006C"	0.96	439	0
"YLR007W"	0.98	443	0
"YLR008C"	0.78	300	50
"YLR009W"	0.78	288	43
"YLR010C"	0.97	422	0
"YLR011W"	0.58	270	46
"YLR013W"	0.64	385	16
"YLR014C"	0.7	227	50
"YLR015W"	0.57	1	-33
"YLR016C"	0.74	259	50
"YLR017W"	0.8	252	50
"YLR018C"	0.95	500	0
"YLR019W"	0.82	500	0
"YLR020C"	0.72	1	-44
"YLR021W"	0.76	244	50
"YLR022C"	0.84	1	-35
"YLR023C"	0.74	436	0
"YLR024C"	0.68	223	50
"YLR025W"	0.76	243	50
"YLR026C"	0.81	307	39
"YLR027C"	0.74	303	36
"YLR028C"	0.88	281	34
"YLR029C"	0.94	438	0
"YLR032W"	0.7	270	50
"YLR033W"	0.68	254	50
"YLR034C"	0.8	298	47
"YLR035C"	0.64	439	0
"YLR038C"	0.88	277	36
"YLR039C"	0.82	1	-44
"YLR043C"	0.81	274	50
"YLR044C"	0.45	107	-40
"YLR045C"	0.86	293	42
"YLR047C"	0.7	455	0
"YLR048W"	0.54	442	-3
"YLR051C"	0.73	259	50
"YLR052W"	0.77	256	50
"YLR054C"	0.83	293	34
"YLR055C"	0.63	370	0
"YLR056W"	0.66	478	0
"YLR058C"	0.81	388	0
"YLR059C"	0.85	1	-38
"YLR060W"	0.74	251	50
"YLR061W"	0.87	396	2
"YLR064W"	0.86	264	49
"YLR066W"	0.8	256	50
"YLR067C"	0.82	259	50
"YLR068W"	0.72	251	50
"YLR069C"	0.75	256	50
"YLR070C"	0.7	474	0
"YLR071C"	0.82	281	49
"YLR073C"	0.79	267	49
"YLR074C"	0.64	418	0
"YLR075W"	0.94	500	0
"YLR077W"	0.81	209	50
"YLR078C"	0.83	245	50
"YLR079W"	0.64	235	50
"YLR080W"	0.5	475	0
"YLR081W"	0.83	378	0
"YLR082C"	0.81	251	50
"YLR083C"	0.75	274	50
"YLR084C"	0.91	335	16
"YLR085C"	0.69	251	50
"YLR086W"	0.8	268	50
"YLR087C"	0.77	234	50
"YLR088W"	0.74	1	-42
"YLR090W"	0.74	1	-25
"YLR091W"	0.83	248	37
"YLR092W"	0.74	285	50
"YLR093C"	0.71	295	29
"YLR094C"	0.54	411	0
"YLR095C"	0.76	316	46
"YLR096W"	0.84	321	28
"YLR097C"	0.8	265	50
"YLR098C"	0.61	356	-5
"YLR100W"	0.91	266	42
"YLR102C"	0.84	1	-50
"YLR103C"	0.68	500	0
"YLR105C"	0.63	500	0
"YLR106C"	0.81	288	47
"YLR107W"	0.75	283	50
"YLR109W"	0.75	1	-13
"YLR110C"	0.76	269	19
"YLR113W"	0.86	292	46
"YLR114C"	0.84	290	45
"YLR115W"	0.81	255	50
"YLR116W"	0.85	309	34
"YLR117C"	0.67	500	0
"YLR118C"	0.66	1	-27
"YLR119W"	0.64	229	50
"YLR120C"	0.84	1	-50
"YLR121C"	0.77	270	50
"YLR127C"	0.69	431	4
"YLR128W"	0.7	179	-50
"YLR129W"	0.81	300	44
"YLR130C"	0.88	318	29
"YLR131C"	0.73	272	50
"YLR133W"	0.78	1	-50
"YLR134W"	0.99	430	0
"YLR135W"	0.57	229	50
"YLR136C"	0.7	228	50
"YLR138W"	0.8	266	50
"YLR139C"	0.74	1	-50
"YLR141W"	0.83	270	50
"YLR142W"	0.81	318	26
"YLR144C"	0.8	1	-27
"YLR145W"	0.75	237	50
"YLR146C"	0.61	1	-30
"YLR147C"	0.7	473	0
"YLR148W"	0.65	1	-36
"YLR150W"	0.65	1	36
"YLR151C"	0.61	500	0
"YLR153C"	0.95	461	0
"YLR154C"	0.44	471	0
"YLR163C"	0.76	270	50
"YLR164W"	0.69	254	50
"YLR165C"	0.78	231	50
"YLR166C"	0.64	338	19
"YLR167W"	0.88	362	13
"YLR168C"	0.8	292	38
"YLR170C"	0.81	257	50
"YLR172C"	0.77	263	50
"YLR174W"	0.94	394	1
"YLR175W"	0.96	377	0
"YLR176C"	0.79	242	50
"YLR178C"	0.58	381	0
"YLR179C"	0.9	427	0
"YLR180W"	0.71	384	-20
"YLR181C"	0.69	240	50
"YLR182W"	0.74	247	50
"YLR183C"	0.69	419	0
"YLR185W"	0.62	415	0
"YLR186W"	0.85	295	43
"YLR188W"	0.72	231	50
"YLR189C"	0.92	449	0
"YLR190W"	0.88	440	0
"YLR191W"	0.77	268	50
"YLR192C"	0.8	263	50
"YLR193C"	0.78	280	42
"YLR195C"	0.8	454	0
"YLR196W"	0.63	255	50
"YLR197W"	0.9	366	12
"YLR199C"	0.85	246	50
"YLR200W"	0.88	248	50
"YLR201C"	0.74	1	-49
"YLR203C"	0.73	283	50
"YLR204W"	0.74	284	42
"YLR205C"	0.74	500	0
"YLR206W"	0.68	1	-42
"YLR207W"	0.68	229	50
"YLR208W"	0.81	282	46
"YLR209C"	0.75	1	-50
"YLR210W"	0.81	257	50
"YLR212C"	0.79	299	42
"YLR213C"	0.82	254	50
"YLR214W"	0.64	1	-36
"YLR215C"	0.58	268	50
"YLR216C"	0.56	1	-30
"YLR218C"	0.74	1	-50
"YLR219W"	0.78	268	50
"YLR220W"	0.81	395	12
"YLR221C"	0.71	279	50
"YLR222C"	0.81	274	50
"YLR223C"	0.78	323	43
"YLR226W"	0.92	500	0
"YLR227C"	0.9	409	0
"YLR228C"	0.69	275	50
"YLR229C"	0.64	255	50
"YLR231C"	0.84	307	39
"YLR233C"	0.71	1	-50
"YLR234W"	0.76	255	50
"YLR237W"	0.82	321	42
"YLR238W"	0.64	259	50
"YLR239C"	0.71	1	-36
"YLR240W"	0.67	222	50
"YLR242C"	0.81	256	50
"YLR244C"	0.76	274	50
"YLR245C"	0.74	241	50
"YLR246W"	0.71	239	50
"YLR247C"	0.74	278	50
"YLR249W"	0.65	500	0
"YLR250W"	0.8	304	34
"YLR251W"	0.81	270	50
"YLR254C"	0.83	317	32
"YLR256W"	0.61	379	0
"YLR258W"	0.76	190	50
"YLR259C"	0.92	332	13
"YLR260W"	0.75	250	50
"YLR262C"	0.74	268	50
"YLR262C-A"	0.65	500	0
"YLR263W"	0.51	1	-16
"YLR264W"	0.86	350	22
"YLR265C"	0.81	256	50
"YLR266C"	0.84	272	38
"YLR268W"	0.79	269	50
"YLR270W"	0.71	254	50
"YLR272C"	0.66	1	-40
"YLR273C"	0.86	278	45
"YLR274W"	0.82	268	50
"YLR275W"	0.84	248	50
"YLR276C"	0.83	271	50
"YLR277C"	0.76	284	50
"YLR284C"	0.87	306	34
"YLR285W"	0.85	306	38
"YLR286C"	0.89	347	19
"YLR287C-A"	0.97	386	0
"YLR288C"	0.63	500	0
"YLR289W"	0.66	219	50
"YLR291C"	0.69	237	50
"YLR292C"	0.72	256	50
"YLR293C"	0.88	382	-6
"YLR295C"	0.91	292	42
"YLR298C"	0.87	1	-46
"YLR299W"	0.74	297	50
"YLR300W"	0.46	423	0
"YLR303W"	0.62	379	0
"YLR304C"	0.57	398	0
"YLR305C"	0.85	286	49
"YLR306W"	0.91	286	30
"YLR307W"	0.7	246	50
"YLR308W"	0.91	302	26
"YLR309C"	0.83	293	42
"YLR310C"	0.71	265	50
"YLR312W-A"	0.64	449	0
"YLR313C"	0.88	249	46
"YLR314C"	0.84	412	0
"YLR315W"	0.71	306	40
"YLR316C"	0.8	500	0
"YLR318W"	0.83	1	-50
"YLR319C"	0.78	256	50
"YLR320W"	0.8	1	-46
"YLR321C"	0.74	262	50
"YLR323C"	0.72	251	50
"YLR324W"	0.75	1	-50
"YLR325C"	0.62	399	-2
"YLR327C"	0.75	1	-41
"YLR328W"	0.47	500	0
"YLR329W"	0.57	498	0
"YLR330W"	0.87	289	46
"YLR332W"	0.46	439	0
"YLR333C"	0.99	484	0
"YLR335W"	0.78	442	0
"YLR336C"	0.79	260	50
"YLR337C"	0.7	1	-50
"YLR340W"	0.72	299	36
"YLR341W"	0.58	1	-33
"YLR342W"	0.5	404	0
"YLR343W"	0.74	278	50
"YLR344W"	0.66	344	-34
"YLR347C"	0.88	379	0
"YLR348C"	0.7	281	50
"YLR350W"	0.72	371	35
"YLR351C"	0.44	164	-50
"YLR353W"	0.85	305	27
"YLR354C"	0.83	234	-40
"YLR355C"	0.72	448	0
"YLR356W"	0.71	259	50
"YLR357W"	0.83	270	50
"YLR359W"	0.87	267	47
"YLR360W"	0.81	1	-50
"YLR361C"	0.57	449	4
"YLR362W"	0.61	469	0
"YLR363C"	0.83	275	50
"YLR364W"	0.58	480	0
"YLR367W"	0.83	328	32
"YLR368W"	0.57	1	-34
"YLR369W"	0.69	500	0
"YLR370C"	0.82	276	50
"YLR371W"	0.82	275	47
"YLR372W"	0.8	366	25
"YLR373C"	0.84	343	24
"YLR375W"	0.8	351	32
"YLR376C"	0.79	1	-50
"YLR377C"	0.55	500	0
"YLR378C"	0.85	284	49
"YLR380W"	0.62	186	0
"YLR381W"	0.62	500	0
"YLR382C"	0.64	1	-27
"YLR383W"	0.82	1	-38
"YLR384C"	0.78	247	50
"YLR385C"	0.76	1	-50
"YLR386W"	0.69	239	50
"YLR387C"	0.85	397	0
"YLR388W"	0.63	445	0
"YLR389C"	0.75	271	50
"YLR390W"	0.82	1	-50
"YLR390W-A"	0.97	403	0
"YLR392C"	0.73	479	0
"YLR393W"	0.65	227	50
"YLR395C"	0.85	321	32
"YLR396C"	0.74	1	-50
"YLR397C"	0.77	249	50
"YLR398C"	0.83	251	50
"YLR399C"	0.6	500	0
"YLR401C"	0.62	500	0
"YLR403W"	0.68	277	28
"YLR404W"	0.82	461	0
"YLR405W"	0.8	248	50
"YLR406C"	0.55	211	50
"YLR409C"	0.85	292	41
"YLR410W"	0.83	286	47
"YLR411W"	0.52	366	0
"YLR412W"	0.78	1	-46
"YLR417W"	0.67	253	50
"YLR418C"	0.72	247	50
"YLR420W"	0.79	242	50
"YLR421C"	0.78	256	50
"YLR423C"	0.65	1	-43
"YLR424W"	0.73	235	50
"YLR425W"	0.72	238	50
"YLR427W"	0.71	1	-32
"YLR429W"	0.78	267	50
"YLR430W"	0.85	284	48
"YLR431C"	0.77	1	-50
"YLR432W"	0.82	273	35
"YLR433C"	0.76	1	-48
"YLR435W"	0.78	262	50
"YLR436C"	0.63	320	50
"YLR437C"	0.7	316	16
"YLR438W"	0.59	450	0
"YLR438C-A"	0.87	283	41
"YLR439W"	0.82	274	50
"YLR440C"	0.68	212	50
"YLR441C"	0.99	482	0
"YLR442C"	0.87	260	45
"YLR443W"	0.8	254	50
"YLR447C"	0.77	419	0
"YLR448W"	0.63	393	-9
"YLR449W"	0.78	271	50
"YLR450W"	0.81	252	50
"YLR451W"	0.73	265	50
"YLR452C"	0.81	252	50
"YLR453C"	0.73	254	50
"YLR457C"	0.64	373	15
"YLR459W"	0.69	259	50
"YLR461W"	0.74	300	37
"YML130C"	0.78	1	-50
"YML129C"	0.91	291	43
"YML128C"	0.91	318	15
"YML127W"	0.85	309	36
"YML126C"	0.75	442	0
"YML125C"	0.85	265	50
"YML124C"	0.85	293	49
"YML123C"	0.81	313	27
"YML121W"	0.61	500	0
"YML120C"	0.77	1	-50
"YML118W"	0.87	255	50
"YML117W"	0.8	296	44
"YML116W"	0.76	300	46
"YML115C"	0.86	271	46
"YML114C"	0.78	1	-42
"YML113W"	0.87	1	-49
"YML112W"	0.8	234	50
"YML111W"	0.92	330	18
"YML110C"	0.69	262	50
"YML109W"	0.67	459	0
"YML107C"	0.74	277	50
"YML106W"	0.8	282	46
"YML105C"	0.75	1	-47
"YML104C"	0.65	239	50
"YML103C"	0.82	280	50
"YML102W"	0.77	347	23
"YML100W"	0.87	411	0
"YML099C"	0.76	304	48
"YML098W"	0.9	333	24
"YML097C"	0.71	246	50
"YML095C"	0.62	493	0
"YML094W"	0.58	1	-31
"YML093W"	0.84	294	43
"YML092C"	0.76	265	50
"YML091C"	0.94	455	0
"YML088W"	0.67	430	0
"YML087C"	0.79	275	50
"YML086C"	0.77	1	-50
"YML085C"	0.78	285	50
"YML081C-A"	0.8	1	-50
"YML080W"	0.78	245	50
"YML078W"	0.61	1	-42
"YML077W"	0.73	436	0
"YML076C"	0.91	287	40
"YML075C"	0.43	500	-18
"YML074C"	0.75	258	50
"YML073C"	0.64	500	0
"YML072C"	0.84	283	49
"YML071C"	0.65	370	-50
"YML070W"	0.82	236	50
"YML069W"	0.75	263	50
"YML068W"	0.78	1	-50
"YML067C"	0.73	247	50
"YML066C"	0.65	1	-43
"YML065W"	0.73	237	50
"YML064C"	0.69	475	0
"YML063W"	0.54	246	50
"YML062C"	0.79	246	50
"YML061C"	0.74	1	-44
"YML060W"	0.63	232	50
"YML059C"	0.93	386	3
"YML058W-A"	0.95	396	0
"YML058W"	0.71	258	42
"YML057W"	0.92	289	32
"YML055W"	0.8	1	-37
"YML054C"	0.79	1	-50
"YML052W"	0.73	279	35
"YML051W"	0.75	263	50
"YML050W"	0.53	1	-10
"YML049C"	0.83	297	48
"YML048W"	0.87	291	30
"YML047C"	0.62	257	50
"YML046W"	0.73	1	-50
"YML043C"	0.77	302	43
"YML042W"	0.82	1	-50
"YML041C"	0.67	1	-49
"YML038C"	0.75	1	-50
"YML036W"	0.6	1	-43
"YML035C"	0.66	468	0
"YML034W"	0.66	453	0
"YML032C"	0.75	262	50
"YML031W"	0.75	267	50
"YML030W"	0.84	289	37
"YML029W"	0.8	240	50
"YML028W"	0.8	295	50
"YML027W"	0.87	370	7
"YML026C"	0.6	491	0
"YML025C"	0.62	500	0
"YML024W"	0.6	409	0
"YML023C"	0.65	248	50
"YML022W"	0.73	1	-50
"YML021C"	0.88	251	50
"YML019W"	0.77	276	50
"YML017W"	0.72	487	0
"YML016C"	0.81	266	50
"YML015C"	0.72	224	50
"YML014W"	0.59	233	50
"YML013W"	0.75	1	-49
"YML012W"	0.77	331	45
"YML011C"	0.77	257	50
"YML010W"	0.87	274	47
"YML009C"	0.83	302	47
"YML008C"	0.66	1	-33
"YML007W"	0.66	394	-32
"YML006C"	0.51	382	-50
"YML005W"	0.6	1	-32
"YML004C"	0.84	240	50
"YML001W"	0.82	280	50
"YMR001C"	0.64	213	-50
"YMR002W"	0.94	310	24
"YMR003W"	0.81	294	49
"YMR004W"	0.81	258	50
"YMR005W"	0.82	277	50
"YMR006C"	0.8	423	0
"YMR008C"	0.77	423	0
"YMR009W"	0.74	212	50
"YMR011W"	0.69	446	0
"YMR012W"	0.83	237	46
"YMR013C"	0.97	414	0
"YMR014W"	0.88	278	50
"YMR015C"	0.62	424	0
"YMR016C"	0.87	297	38
"YMR017W"	0.68	278	45
"YMR019W"	0.76	263	50
"YMR020W"	0.86	261	49
"YMR021C"	0.75	1	-50
"YMR022W"	0.86	279	39
"YMR023C"	0.76	339	12
"YMR024W"	0.73	277	50
"YMR026C"	0.81	275	50
"YMR028W"	0.63	1	-35
"YMR029C"	0.62	500	0
"YMR030W"	0.59	500	0
"YMR032W"	0.94	440	0
"YMR033W"	0.81	269	50
"YMR035W"	0.78	270	50
"YMR036C"	0.74	249	50
"YMR037C"	0.66	293	28
"YMR038C"	0.86	300	30
"YMR039C"	0.8	314	49
"YMR040W"	0.87	318	26
"YMR041C"	0.66	414	0
"YMR042W"	0.8	500	0
"YMR043W"	0.76	277	50
"YMR044W"	0.85	334	31
"YMR047C"	0.75	264	50
"YMR048W"	0.79	272	50
"YMR049C"	0.75	1	-50
"YMR052W"	0.61	452	0
"YMR053C"	0.75	271	50
"YMR054W"	0.79	282	44
"YMR055C"	0.76	257	50
"YMR056C"	0.95	356	0
"YMR058W"	0.9	339	13
"YMR059W"	0.8	1	-39
"YMR060C"	0.72	278	50
"YMR061W"	0.77	283	46
"YMR062C"	0.92	229	37
"YMR063W"	0.78	254	50
"YMR064W"	0.88	252	50
"YMR065W"	0.71	241	50
"YMR066W"	0.73	221	50
"YMR067C"	0.6	231	50
"YMR068W"	0.71	272	50
"YMR069W"	0.91	307	32
"YMR070W"	0.63	416	-44
"YMR071C"	0.85	312	35
"YMR072W"	0.85	320	37
"YMR073C"	0.73	244	50
"YMR074C"	0.82	311	46
"YMR075W"	0.82	300	38
"YMR076C"	0.85	318	34
"YMR077C"	0.76	239	50
"YMR078C"	0.8	283	45
"YMR079W"	0.68	265	50
"YMR080C"	0.85	288	41
"YMR081C"	0.86	1	-22
"YMR083W"	0.47	227	50
"YMR086W"	0.85	372	9
"YMR087W"	0.67	260	50
"YMR088C"	0.88	265	50
"YMR089C"	0.61	1	-35
"YMR091C"	0.89	285	44
"YMR092C"	0.79	1	-32
"YMR093W"	0.79	279	50
"YMR094W"	0.76	239	50
"YMR095C"	0.79	137	-38
"YMR096W"	0.74	1	-50
"YMR097C"	0.77	256	50
"YMR098C"	0.63	1	-14
"YMR099C"	0.9	255	48
"YMR100W"	0.82	266	50
"YMR104C"	0.91	310	5
"YMR105C"	0.81	352	24
"YMR106C"	0.87	266	50
"YMR107W"	0.82	297	46
"YMR108W"	0.9	431	0
"YMR109W"	0.78	302	50
"YMR110C"	0.86	267	49
"YMR112C"	0.73	454	0
"YMR113W"	0.54	394	6
"YMR114C"	0.8	237	50
"YMR115W"	0.69	235	50
"YMR116C"	0.93	365	7
"YMR117C"	0.72	274	50
"YMR119W"	0.78	427	0
"YMR120C"	0.76	256	50
"YMR121C"	0.53	491	0
"YMR123W"	0.83	297	47
"YMR125W"	0.78	294	45
"YMR127C"	0.74	269	50
"YMR128W"	0.68	256	50
"YMR129W"	0.81	280	46
"YMR131C"	0.83	1	-50
"YMR133W"	0.85	268	50
"YMR135C"	0.6	500	0
"YMR136W"	0.78	247	29
"YMR137C"	0.61	1	-6
"YMR138W"	0.7	462	0
"YMR139W"	0.91	282	33
"YMR140W"	0.76	267	50
"YMR142C"	0.59	428	0
"YMR143W"	0.63	419	-29
"YMR145C"	0.68	381	-38
