""	"r"	"width"	"shift"
"YOR303W"	0.55	536	-40
"YOR304W"	0.84	271	50
"YOR305W"	0.67	274	50
"YOR306C"	0.89	404	-21
"YOR307C"	0.89	288	46
"YOR308C"	0.72	245	50
"YOR310C"	0.83	310	50
"YOR311C"	0.9	308	44
"YOR312C"	0.68	491	-22
"YOR313C"	0.68	283	50
"YOR315W"	0.52	529	-49
"YOR316C"	0.74	314	42
"YOR317W"	0.76	436	-12
"YOR319W"	0.84	363	5
"YOR320C"	0.76	309	33
"YOR321W"	0.75	267	50
"YOR322C"	0.66	277	50
"YOR323C"	0.79	273	50
"YOR324C"	0.9	441	-21
"YOR326W"	0.91	442	-18
"YOR327C"	0.83	477	0
"YOR328W"	0.68	434	-15
"YOR329C"	0.73	258	50
"YOR330C"	0.87	311	48
"YOR332W"	0.86	310	45
"YOR334W"	0.63	1	-50
"YOR335C"	0.93	368	14
"YOR336W"	0.79	1	-27
"YOR337W"	0.74	292	50
"YOR339C"	0.61	1	3
"YOR340C"	0.75	457	-19
"YOR341W"	0.64	465	2
"YOR344C"	0.33	600	-2
"YOR346W"	0.89	290	50
"YOR347C"	0.88	277	32
"YOR349W"	0.92	424	-12
"YOR350C"	0.7	278	50
"YOR351C"	0.67	274	50
"YOR353C"	0.88	306	29
"YOR354C"	0.84	299	38
"YOR355W"	0.59	261	50
"YOR356W"	0.88	322	0
"YOR357C"	0.6	239	50
"YOR358W"	0.55	1	-20
"YOR359W"	0.9	309	47
"YOR360C"	0.92	354	15
"YOR361C"	0.83	296	50
"YOR362C"	0.79	295	50
"YOR363C"	0.6	452	-18
"YOR367W"	0.68	254	50
"YOR368W"	0.56	342	-3
"YOR369C"	0.87	433	22
"YOR370C"	0.87	321	45
"YOR371C"	0.7	272	50
"YOR372C"	0.86	327	42
"YOR373W"	0.86	327	42
"YOR374W"	0.91	357	0
"YOR375C"	0.71	427	0
"YOR377W"	0.77	267	50
"YOR380W"	0.62	260	50
"YOR381W"	0.61	186	50
"YOR382W"	0.89	309	39
"YOR383C"	0.67	433	-30
"YOR384W"	0.65	409	-29
"YOR386W"	0.55	1	-48
"YOR388C"	0.64	301	50
"YPL274W"	0.84	375	25
"YPL273W"	0.89	363	35
"YPL271W"	0.85	309	42
"YPL270W"	0.44	416	6
"YPL269W"	0.85	269	50
"YPL268W"	0.85	285	50
"YPL267W"	0.55	250	50
"YPL266W"	0.73	289	50
"YPL265W"	0.5	498	-38
"YPL263C"	0.83	299	49
"YPL262W"	0.52	1	-22
"YPL259C"	0.9	335	41
"YPL258C"	0.41	587	30
"YPL256C"	0.63	471	-4
"YPL255W"	0.66	513	-35
"YPL254W"	0.75	283	50
"YPL253C"	0.79	293	50
"YPL252C"	0.82	340	45
"YPL250C"	0.6	438	-50
"YPL249C-A"	0.95	449	-5
"YPL249C"	0.9	267	45
"YPL248C"	0.81	271	50
"YPL246C"	0.83	287	50
"YPL244C"	0.59	1	5
"YPL243W"	0.86	248	50
"YPL242C"	0.89	343	21
"YPL241C"	0.83	281	50
"YPL240C"	0.57	454	4
"YPL239W"	0.84	309	41
"YPL237W"	0.87	326	23
"YPL235W"	0.76	269	50
"YPL234C"	0.72	313	42
"YPL233W"	0.61	258	50
"YPL232W"	0.9	444	-15
"YPL231W"	0.94	423	11
"YPL230W"	0.48	500	-50
"YPL228W"	0.79	299	50
"YPL227C"	0.47	1	-37
"YPL226W"	0.84	277	50
"YPL225W"	0.84	272	45
"YPL224C"	0.51	1	5
"YPL221W"	0.85	356	32
"YPL220W"	0.9	335	28
"YPL219W"	0.82	261	50
"YPL218W"	0.86	291	50
"YPL217C"	0.72	446	-24
"YPL215W"	0.9	295	50
"YPL214C"	0.91	387	13
"YPL213W"	0.9	385	11
"YPL212C"	0.9	361	22
"YPL211W"	0.91	363	30
"YPL210C"	0.82	299	50
"YPL209C"	0.73	458	9
"YPL208W"	0.66	258	50
"YPL207W"	0.89	324	33
"YPL206C"	0.63	259	50
"YPL204W"	0.84	282	50
"YPL203W"	0.83	310	50
"YPL202C"	0.84	357	35
"YPL201C"	0.46	1	0
"YPL200W"	0.73	386	-25
"YPL198W"	0.96	438	-5
"YPL196W"	0.77	446	-15
"YPL195W"	0.51	228	50
"YPL194W"	0.84	251	50
"YPL193W"	0.79	277	50
"YPL192C"	0.68	278	50
"YPL190C"	0.89	325	26
"YPL189C-A"	0.86	432	-27
"YPL189W"	0.83	436	-35
"YPL188W"	0.63	273	50
"YPL187W"	0.7	466	-16
"YPL186C"	0.58	1	-50
"YPL184C"	0.68	275	50
"YPL183W-A"	0.76	374	-26
"YPL183C"	0.83	265	45
"YPL181W"	0.85	288	25
"YPL180W"	0.86	286	40
"YPL179W"	0.87	393	14
"YPL178W"	0.84	291	48
"YPL177C"	0.71	488	-5
"YPL176C"	0.83	283	50
"YPL175W"	0.72	282	50
"YPL174C"	0.52	1	-50
"YPL173W"	0.7	467	-13
"YPL172C"	0.78	264	50
"YPL171C"	0.77	260	50
"YPL170W"	0.79	460	-18
"YPL169C"	0.77	283	50
"YPL167C"	0.75	265	50
"YPL166W"	0.54	1	-46
"YPL165C"	0.73	455	-17
"YPL164C"	0.75	256	50
"YPL163C"	0.72	294	50
"YPL161C"	0.65	258	50
"YPL160W"	0.75	304	50
"YPL159C"	0.89	327	43
"YPL158C"	0.76	274	50
"YPL157W"	0.75	278	50
"YPL156C"	0.8	430	-42
"YPL155C"	0.7	319	28
"YPL154C"	0.88	305	32
"YPL153C"	0.73	435	-4
"YPL152W"	0.81	284	50
"YPL151C"	0.77	283	50
"YPL149W"	0.86	344	27
"YPL148C"	0.85	369	39
"YPL147W"	0.86	365	12
"YPL146C"	0.87	305	47
"YPL145C"	0.71	300	50
"YPL144W"	0.67	506	-35
"YPL143W"	0.66	486	-35
"YPL141C"	0.85	292	50
"YPL140C"	0.67	485	-17
"YPL139C"	0.75	265	50
"YPL138C"	0.79	279	50
"YPL137C"	0.8	307	34
"YPL135W"	0.92	440	3
"YPL134C"	0.7	264	50
"YPL133C"	0.89	270	50
"YPL132W"	0.87	270	50
"YPL131W"	0.88	449	-19
"YPL130W"	0.67	504	-37
"YPL129W"	0.79	293	50
"YPL128C"	0.86	363	17
"YPL127C"	0.87	300	50
"YPL126W"	0.9	332	50
"YPL125W"	0.83	482	-4
"YPL124W"	0.54	1	-50
"YPL123C"	0.58	233	50
"YPL122C"	0.64	436	-19
"YPL121C"	0.6	426	-14
"YPL120W"	0.67	228	50
"YPL119C"	0.83	302	50
"YPL118W"	0.84	297	50
"YPL117C"	0.63	483	-39
"YPL116W"	0.73	449	-50
"YPL115C"	0.79	271	50
"YPL112C"	0.82	418	-31
"YPL111W"	0.64	502	-32
"YPL110C"	0.6	423	-21
"YPL106C"	0.9	316	50
"YPL105C"	0.76	287	50
"YPL104W"	0.79	294	50
"YPL103C"	0.54	419	-6
"YPL101W"	0.49	249	50
"YPL100W"	0.89	282	44
"YPL099C"	0.71	1	-13
"YPL098C"	0.44	383	-3
"YPL097W"	0.51	390	-4
"YPL096C-A"	0.51	1	-15
"YPL096W"	0.61	397	8
"YPL095C"	0.85	293	48
"YPL094C"	0.84	325	30
"YPL093W"	0.84	326	43
"YPL092W"	0.77	350	49
"YPL091W"	0.61	490	-28
"YPL090C"	0.66	496	0
"YPL089C"	0.76	368	0
"YPL087W"	0.57	1	-33
"YPL086C"	0.57	1	-41
"YPL085W"	0.79	1	-50
"YPL084W"	0.85	292	49
"YPL083C"	0.74	232	50
"YPL082C"	0.86	431	-13
"YPL081W"	0.94	420	2
"YPL079W"	0.81	383	5
"YPL078C"	0.9	316	46
"YPL076W"	0.76	434	-15
"YPL075W"	0.65	366	50
"YPL074W"	0.85	289	47
"YPL072W"	0.8	284	50
"YPL070W"	0.74	288	50
"YPL069C"	0.65	458	-9
"YPL065W"	0.88	261	50
"YPL064C"	0.8	469	-11
"YPL063W"	0.74	271	50
"YPL061W"	0.63	480	-48
"YPL060W"	0.59	438	-20
"YPL059W"	0.72	294	50
"YPL058C"	0.66	452	-19
"YPL057C"	0.53	541	-27
"YPL055C"	0.77	425	-28
"YPL054W"	0.8	431	13
"YPL053C"	0.78	306	50
"YPL052W"	0.81	307	50
"YPL051W"	0.45	413	-7
"YPL050C"	0.92	322	35
"YPL049C"	0.71	340	24
"YPL048W"	0.43	556	-41
"YPL047W"	0.78	300	50
"YPL046C"	0.71	262	50
"YPL045W"	0.67	475	-9
"YPL043W"	0.84	302	50
"YPL042C"	0.87	301	50
"YPL040C"	0.72	256	50
"YPL038W"	0.65	233	50
"YPL037C"	0.87	352	20
"YPL036W"	0.85	247	50
"YPL033C"	0.68	436	-18
"YPL032C"	0.66	331	0
"YPL031C"	0.68	1	-45
"YPL030W"	0.8	271	50
"YPL029W"	0.79	256	50
"YPL028W"	0.85	341	26
"YPL027W"	0.85	298	50
"YPL026C"	0.49	380	-50
"YPL024W"	0.75	420	-28
"YPL023C"	0.73	288	50
"YPL022W"	0.75	265	50
"YPL021W"	0.55	466	-20
"YPL020C"	0.84	268	50
"YPL019C"	0.54	1	5
"YPL018W"	0.83	270	50
"YPL017C"	0.74	389	4
"YPL015C"	0.82	403	-19
"YPL013C"	0.74	311	33
"YPL012W"	0.75	310	27
"YPL011C"	0.83	309	50
"YPL010W"	0.7	297	50
"YPL009C"	0.88	295	30
"YPL008W"	0.87	297	50
"YPL007C"	0.57	415	5
"YPL006W"	0.46	1	4
"YPL005W"	0.66	269	50
"YPL004C"	0.93	351	22
"YPL003W"	0.95	351	-8
"YPL002C"	0.55	241	50
"YPL001W"	0.68	256	50
"YPR001W"	0.68	260	50
"YPR002W"	0.9	327	50
"YPR004C"	0.77	305	50
"YPR005C"	0.87	442	-17
"YPR006C"	0.82	259	47
"YPR008W"	0.78	444	-21
"YPR009W"	0.94	448	5
"YPR010C"	0.88	360	31
"YPR016C"	0.87	289	50
"YPR017C"	0.76	1	-42
"YPR018W"	0.71	287	50
"YPR019W"	0.78	276	50
"YPR020W"	0.85	282	42
"YPR021C"	0.65	1	-50
"YPR023C"	0.73	308	42
"YPR024W"	0.73	305	43
"YPR025C"	0.79	290	50
"YPR026W"	0.7	348	24
"YPR028W"	0.81	404	-17
"YPR029C"	0.79	282	50
"YPR030W"	0.82	350	37
"YPR031W"	0.75	300	50
"YPR032W"	0.69	286	50
"YPR033C"	0.67	280	50
"YPR034W"	0.78	260	50
"YPR035W"	0.46	493	-36
"YPR036W"	0.75	344	30
"YPR036W-A"	0.7	435	-33
"YPR037C"	0.83	287	50
"YPR040W"	0.64	277	50
"YPR041W"	0.85	291	37
"YPR042C"	0.94	434	-8
"YPR043W"	0.89	425	-25
"YPR045C"	0.63	272	50
"YPR046W"	0.86	282	50
"YPR047W"	0.67	430	-14
"YPR048W"	0.61	1	-50
"YPR049C"	0.83	285	50
"YPR051W"	0.78	291	50
"YPR052C"	0.88	337	32
"YPR054W"	0.89	338	38
"YPR055W"	0.81	284	50
"YPR056W"	0.81	262	50
"YPR057W"	0.63	434	-23
"YPR058W"	0.74	241	50
"YPR060C"	0.74	293	50
"YPR061C"	0.8	293	50
"YPR062W"	0.8	289	50
"YPR065W"	0.62	452	-50
"YPR066W"	0.48	231	50
"YPR067W"	0.83	265	50
"YPR068C"	0.7	238	50
"YPR069C"	0.55	1	14
"YPR070W"	0.89	271	50
"YPR072W"	0.86	282	50
"YPR073C"	0.62	272	50
"YPR074C"	0.78	417	25
"YPR075C"	0.91	278	45
"YPR079W"	0.82	255	50
"YPR080W"	0.62	515	-31
"YPR081C"	0.62	368	30
"YPR082C"	0.5	1	-48
"YPR083W"	0.71	434	-18
"YPR085C"	0.64	442	-8
"YPR086W"	0.66	442	7
"YPR088C"	0.85	290	50
"YPR091C"	0.73	254	50
"YPR093C"	0.5	387	2
"YPR094W"	0.48	381	12
"YPR095C"	0.75	265	50
"YPR097W"	0.67	263	50
"YPR098C"	0.86	295	47
"YPR100W"	0.86	296	47
"YPR101W"	0.71	268	50
"YPR102C"	0.65	418	-50
"YPR103W"	0.7	487	-45
"YPR104C"	0.86	311	50
"YPR105C"	0.64	246	50
"YPR106W"	0.85	261	41
"YPR107C"	0.59	263	50
"YPR108W"	0.78	468	-10
"YPR110C"	0.7	261	50
"YPR111W"	0.69	211	50
"YPR112C"	0.92	354	25
"YPR113W"	0.91	352	19
"YPR115W"	0.86	302	50
"YPR116W"	0.83	278	45
"YPR118W"	0.89	316	50
"YPR119W"	0.57	523	-31
"YPR120C"	0.83	302	50
"YPR121W"	0.45	346	9
"YPR122W"	0.95	320	47
"YPR124W"	0.62	508	-23
"YPR125W"	0.78	283	50
"YPR127W"	0.76	1	-16
"YPR128C"	0.68	1	-11
"YPR129W"	0.8	282	50
"YPR131C"	0.81	462	-15
"YPR132W"	0.85	470	-15
"YPR133C"	0.86	285	50
"YPR133W-A"	0.9	287	41
"YPR134W"	0.5	362	19
"YPR135W"	0.77	445	-9
"YPR137W"	0.85	352	30
"YPR138C"	0.8	483	-8
"YPR139C"	0.68	468	-9
"YPR140W"	0.69	264	50
"YPR141C"	0.87	302	50
"YPR143W"	0.87	302	50
"YPR144C"	0.84	387	1
"YPR145W"	0.52	268	-16
"YPR148C"	0.79	308	50
"YPR149W"	0.43	600	-36
"YPR151C"	0.67	471	-13
"YPR152C"	0.47	475	-16
"YPR153W"	0.59	235	50
"YPR154W"	0.94	286	28
"YPR155C"	0.56	261	50
"YPR156C"	0.89	314	22
"YPR158W"	0.79	339	42
"YPR159W"	0.69	469	-49
"YPR160W"	0.65	266	0
"YPR161C"	0.85	290	50
"YPR162C"	0.63	269	50
"YPR163C"	0.82	306	50
"YPR164W"	0.76	415	-5
"YPR165W"	0.88	367	21
"YPR166C"	0.73	457	-16
"YPR167C"	0.54	472	-5
"YPR168W"	0.54	459	-5
"YPR169W"	0.76	252	50
"YPR171W"	0.47	570	-23
"YPR173C"	0.58	263	50
"YPR175W"	0.87	279	50
"YPR176C"	0.55	260	50
"YPR178W"	0.79	270	50
"YPR179C"	0.69	257	50
"YPR180W"	0.57	1	-47
"YPR181C"	0.84	274	50
"YPR182W"	0.68	1	-17
"YPR183W"	0.82	271	50
"YPR184W"	0.96	424	1
"YPR185W"	0.81	436	-14
"YPR186C"	0.74	297	50
"YPR187W"	0.79	286	49
"YPR188C"	0.57	479	-24
"YPR189W"	0.67	231	50
"YPR190C"	0.84	323	44
"YPR191W"	0.84	321	36
"YPR192W"	0.55	366	-46
"YPR193C"	0.61	244	50
"YPR198W"	0.86	285	43
"YPR199C"	0.85	273	44
"YPR200C"	0.68	357	13
"YPR201W"	0.7	1	7
"YAL067W-A"	0.65	287	50
"YAL064C-A"	0.92	406	-2
"YAL061W"	0.9	311	43
"YAL044W-A"	0.42	372	6
"YAL037C-A"	0.46	176	-50
"YAL037W"	0.41	388	10
"YAL018C"	0.85	314	50
"YAR023C"	0.69	226	50
"YAR028W"	0.68	313	50
"YAR029W"	0.84	236	50
"YAR035C-A"	0.88	319	46
"YBL107C"	0.81	288	49
"YBL104C"	0.6	461	0
"YBL100W-C"	0.59	399	2
"YBL095W"	0.87	300	38
"YBL086C"	0.84	280	50
"YBL081W"	0.63	260	50
"YBL071C-B"	0.62	504	-24
"YBL059W"	0.58	429	17
"YBL039W-B"	0.55	471	14
"YBL029C-A"	0.56	448	0
"YBL010C"	0.8	285	50
"YBL008W-A"	0.64	366	21
"YBR007C"	0.58	287	41
"YBR028C"	0.78	453	-8
"YBR033W"	0.9	334	36
"YBR047W"	0.73	272	50
"YBR053C"	0.77	282	50
"YBR056W"	0.95	376	-10
"YBR062C"	0.8	417	-8
"YBR063C"	0.71	288	50
"YBR071W"	0.92	331	32
"YBR072C-A"	0.79	284	50
"YBR074W"	0.82	270	50
"YBR085C-A"	0.69	278	50
"YBR090C"	0.74	279	50
"YBR096W"	0.72	282	50
"YBR138C"	0.9	323	46
"YBR141C"	0.65	478	-8
"YBR182C-A"	0.67	493	-37
"YBR184W"	0.78	439	-7
"YBR187W"	0.93	335	15
"YBR196C-B"	0.93	414	-12
"YBR197C"	0.83	277	50
"YBR200W-A"	0.58	443	-11
"YBR201C-A"	0.81	490	0
"YBR220C"	0.84	273	50
"YBR221W-A"	0.79	305	50
"YBR225W"	0.5	237	50
"YBR230W-A"	0.8	338	6
"YBR235W"	0.83	278	50
"YBR239C"	0.81	442	-19
"YBR241C"	0.63	266	50
"YBR242W"	0.78	292	50
"YBR246W"	0.66	438	-3
"YBR255C-A"	0.67	254	50
"YBR259W"	0.78	260	50
"YBR269C"	0.73	267	50
"YBR270C"	0.51	518	-34
"YBR271W"	0.67	243	50
"YBR284W"	0.79	151	-45
"YBR285W"	0.57	246	50
"YBR287W"	0.87	307	29
"YBR296C-A"	0.66	311	50
"YCL057C-A"	0.71	1	-49
"YCL056C"	0.58	1	-16
"YCL049C"	0.7	480	-9
"YCL048W-A"	0.59	181	-50
"YCL047C"	0.65	416	-8
"YCL042W"	0.76	336	50
"YCL026C-B"	0.75	275	50
"YCL002C"	0.71	270	50
"YCL001W-A"	0.59	375	14
"YCR015C"	0.82	369	12
"YCR016W"	0.74	281	50
"YCR043C"	0.73	264	50
"YCR050C"	0.66	257	50
"YCR051W"	0.71	480	-20
"YCR061W"	0.93	359	4
"YCR075W-A"	0.47	1	-44
"YCR076C"	0.65	1	-45
"YCR087C-A"	0.72	380	17
"YCR090C"	0.8	292	50
"YCR095C"	0.86	309	46
"YCR095W-A"	0.82	300	50
"YCR099C"	0.62	171	41
"YCR101C"	0.75	397	-12
"YCR102C"	0.8	330	47
"YDL241W"	0.79	338	50
"YDL233W"	0.67	246	50
"YDL218W"	0.8	255	50
"YDL211C"	0.79	277	50
"YDL206W"	0.71	264	50
"YDL199C"	0.86	282	50
"YDL186W"	0.74	267	50
"YDL180W"	0.64	306	50
"YDL177C"	0.78	278	50
"YDL160C-A"	0.72	476	-24
"YDL157C"	0.83	302	50
"YDL156W"	0.86	305	50
"YDL144C"	0.77	293	50
"YDL133W"	0.72	462	-24
"YDL129W"	0.92	378	5
"YDL121C"	0.89	314	50
"YDL119C"	0.72	263	50
"YDL114W"	0.68	452	-16
"YDL109C"	0.56	394	1
"YDL086W"	0.63	228	50
"YDL085C-A"	0.8	257	50
"YDL073W"	0.9	321	38
"YDL057W"	0.62	457	-17
"YDL027C"	0.79	301	35
"YDL007C-A"	0.58	490	-50
"YDR018C"	0.77	296	50
"YDR020C"	0.71	236	50
"YDR034C-A"	0.85	447	-15
"YDR034W-B"	0.89	453	-8
"YDR042C"	0.73	284	50
"YDR049W"	0.75	280	50
"YDR056C"	0.8	288	50
"YDR061W"	0.87	396	-37
"YDR066C"	0.45	378	12
"YDR067C"	0.62	448	-10
"YDR070C"	0.42	388	-8
"YDR089W"	0.86	460	-3
"YDR090C"	0.92	310	48
"YDR109C"	0.51	477	-5
"YDR111C"	0.46	547	-48
"YDR115W"	0.66	1	-44
"YDR119W"	0.77	303	50
"YDR119W-A"	0.86	339	48
"YDR124W"	0.93	364	0
"YDR131C"	0.62	221	50
"YDR132C"	0.8	278	50
"YDR161W"	0.8	475	-20
"YDR179W-A"	0.68	407	4
"YDR194W-A"	0.46	461	0
"YDR210W"	0.69	321	50
"YDR222W"	0.74	463	-31
"YDR246W-A"	0.62	173	-46
"YDR248C"	0.66	430	-23
"YDR249C"	0.8	322	50
"YDR262W"	0.79	318	0
"YDR282C"	0.45	1	-17
"YDR286C"	0.58	495	-39
"YDR291W"	0.74	265	50
"YDR306C"	0.56	543	-28
"YDR307W"	0.59	1	-47
"YDR319C"	0.92	270	30
"YDR333C"	0.84	400	11
"YDR336W"	0.53	438	-4
"YDR338C"	0.78	216	50
"YDR348C"	0.82	307	42
"YDR352W"	0.92	315	36
"YDR357C"	0.75	405	26
"YDR370C"	0.85	309	50
"YDR371W"	0.78	304	50
"YDR374C"	0.72	287	50
"YDR374W-A"	0.69	288	50
"YDR387C"	0.81	307	50
"YDR391C"	0.51	388	-1
"YDR415C"	0.48	429	-17
"YDR444W"	0.86	303	50
"YDR461C-A"	0.88	304	49
"YDR476C"	0.68	248	50
"YDR506C"	0.92	412	-4
"YDR514C"	0.59	431	-22
"YDR520C"	0.8	292	50
"YDR524W-C"	0.89	399	1
"YDR524C-B"	0.69	38	50
"YDR541C"	0.81	316	50
"YEL075C"	0.79	437	-36
"YEL073C"	0.8	404	-10
"YEL070W"	0.95	379	14
"YEL067C"	0.63	1	-39
"YEL057C"	0.81	311	27
"YEL025C"	0.88	308	33
"YEL023C"	0.63	265	50
"YEL020C"	0.56	253	50
"YEL007W"	0.65	282	43
"YER034W"	0.86	383	3
"YER039C-A"	0.77	283	50
"YER053C-A"	0.69	467	-48
"YER064C"	0.67	402	13
"YER066W"	0.67	348	26
"YER071C"	0.77	1	-18
"YER076C"	0.74	364	12
"YER077C"	0.64	462	-3
"YER078W-A"	0.73	289	50
"YER079W"	0.53	477	-41
"YER085C"	0.85	324	41
"YER121W"	0.69	372	-21
"YER128W"	0.64	1	-5
"YER130C"	0.93	406	-7
"YER134C"	0.75	253	50
"YER137C"	0.6	480	-17
"YER140W"	0.54	250	50
"YER156C"	0.72	274	50
"YER158C"	0.55	427	-50
"YER163C"	0.86	299	50
"YER175W-A"	0.41	364	0
"YER182W"	0.59	386	-6
"YER184C"	0.7	295	4
"YER186C"	0.57	1	-50
"YER187W"	0.58	418	22
"YER188C-A"	0.42	565	-25
"YFL065C"	0.83	371	-12
"YFL064C"	0.6	473	-19
"YFL061W"	0.55	1	-50
"YFL054C"	0.86	303	46
"YFL052W"	0.84	351	20
"YFL051C"	0.51	490	-44
"YFL046W"	0.73	239	50
"YFL042C"	0.56	400	8
"YFL041W-A"	0.53	380	13
"YFL040W"	0.78	284	50
"YFL034W"	0.86	384	3
"YFL012W"	0.89	319	45
"YFR006W"	0.93	356	29
"YFR012W"	0.82	371	1
"YFR017C"	0.48	414	-50
"YFR018C"	0.77	292	50
"YFR032C"	0.75	321	50
"YFR032C-B"	0.72	471	-41
"YFR035C"	0.8	539	0
"YFR039C"	0.88	392	14
"YFR045W"	0.39	1	2
"YGL242C"	0.71	244	50
"YGL230C"	0.6	436	19
"YGL194C-A"	0.83	433	-4
"YGL188C-A"	0.68	483	-29
"YGL185C"	0.63	391	4
"YGL176C"	0.81	246	50
"YGL159W"	0.68	262	50
"YGL146C"	0.9	437	-14
"YGL140C"	0.79	297	50
"YGL138C"	0.82	313	30
"YGL117W"	0.69	275	50
"YGL114W"	0.77	197	50
"YGL108C"	0.72	238	50
"YGL101W"	0.72	312	50
"YGL085W"	0.58	423	-6
"YGL082W"	0.83	267	50
"YGL081W"	0.79	424	-12
"YGL080W"	0.59	1	-49
"YGL079W"	0.44	522	-30
"YGL041C-B"	0.59	1	-10
"YGL041W-A"	0.63	247	50
"YGL036W"	0.69	490	-41
"YGL015C"	0.71	475	-17
"YGL010W"	0.85	288	47
"YGL006W-A"	0.79	371	16
"YGR001C"	0.71	235	50
"YGR015C"	0.55	1	-50
"YGR016W"	0.72	273	50
"YGR017W"	0.88	295	50
"YGR021W"	0.91	312	50
"YGR026W"	0.93	303	39
"YGR031W"	0.79	292	47
"YGR035C"	0.93	400	15
"YGR042W"	0.53	434	-18
"YGR052W"	0.59	343	27
"YGR053C"	0.71	356	36
"YGR066C"	0.66	392	-15
"YGR067C"	0.69	436	-50
"YGR071C"	0.61	415	-21
"YGR079W"	0.9	437	-20
"YGR093W"	0.82	269	50
"YGR111W"	0.69	377	-17
"YGR117C"	0.69	310	42
"YGR121W-A"	0.68	488	-17
"YGR125W"	0.6	521	-11
"YGR126W"	0.83	279	50
"YGR127W"	0.77	265	50
"YGR149W"	0.87	326	48
"YGR153W"	0.9	308	50
"YGR161C"	0.69	452	-2
"YGR161W-C"	0.72	253	48
"YGR168C"	0.94	291	46
"YGR169C-A"	0.77	512	0
"YGR174W-A"	0.83	252	50
"YGR210C"	0.91	396	7
"YGR235C"	0.77	278	50
"YGR237C"	0.78	307	50
"YGR243W"	0.64	459	-50
"YGR273C"	0.49	371	25
"YHL050C"	0.66	600	0
"YHL049C"	0.74	269	50
"YHL048C-A"	0.78	283	50
"YHL044W"	0.89	283	50
"YHL042W"	0.54	334	33
"YHL029C"	0.68	325	37
"YHL026C"	0.64	312	50
"YHL018W"	0.48	1	-27
"YHL017W"	0.68	433	-14
"YHL015W-A"	0.54	484	50
"YHL012W"	0.71	258	50
"YHR009C"	0.71	468	-39
"YHR021W-A"	0.68	495	-41
"YHR022C"	0.9	314	46
"YHR022C-A"	0.9	386	5
"YHR033W"	0.95	345	13
"YHR035W"	0.61	437	15
"YHR045W"	0.73	478	-17
"YHR048W"	0.89	307	44
"YHR050W-A"	0.85	314	50
"YHR078W"	0.91	361	14
"YHR097C"	0.75	306	50
"YHR112C"	0.58	220	50
"YHR126C"	0.85	295	50
"YHR131C"	0.62	438	-20
"YHR138C"	0.75	304	50
"YHR140W"	0.54	1	-50
"YHR159W"	0.76	443	-12
"YHR162W"	0.67	309	22
"YHR177W"	0.54	175	-50
"YHR182W"	0.43	1	1
"YHR192W"	0.62	442	-11
"YHR202W"	0.64	424	-12
"YHR209W"	0.58	401	-7
"YHR210C"	0.91	389	13
"YHR214W"	0.6	456	-50
"YIL169C"	0.8	344	13
"YIL166C"	0.74	278	50
"YIL161W"	0.81	282	50
"YIL156W-B"	0.57	391	-13
"YIL152W"	0.51	223	50
"YIL151C"	0.8	268	50
"YIL134C-A"	0.63	506	-25
"YIL127C"	0.89	359	31
"YIL108W"	0.75	272	50
"YIL102C-A"	0.81	294	46
"YIL102C"	0.91	470	-7
"YIL096C"	0.59	524	-45
"YIL092W"	0.68	426	-26
"YIL089W"	0.49	390	1
"YIL077C"	0.79	347	49
"YIL067C"	0.6	262	50
"YIL060W"	0.77	402	19
"YIL055C"	0.83	247	47
"YIL046W-A"	0.86	375	11
"YIL039W"	0.44	533	-40
"YIL029C"	0.84	301	50
"YIL024C"	0.79	436	-17
"YIL014C-A"	0.81	410	29
"YIL002W-A"	0.77	293	50
"YIL001W"	0.74	478	-1
"YIR007W"	0.91	330	13
"YIR014W"	0.63	483	-28
"YIR016W"	0.68	464	-50
"YIR021W-A"	0.52	365	28
"YIR035C"	0.87	318	44
"YIR036C"	0.79	279	47
"YIR042C"	0.57	459	-3
"YJL218W"	0.78	301	50
"YJL206C"	0.62	357	-17
"YJL193W"	0.62	460	-13
"YJL185C"	0.62	261	50
"YJL181W"	0.9	291	47
"YJL163C"	0.82	263	50
"YJL160C"	0.89	302	23
"YJL144W"	0.9	309	50
"YJL133C-A"	0.55	195	25
"YJL132W"	0.81	281	36
"YJL127C-B"	0.88	423	-10
"YJL107C"	0.6	400	-50
"YJL103C"	0.61	276	50
"YJL070C"	0.73	254	50
"YJL055W"	0.73	295	50
"YJL049W"	0.81	271	50
"YJL047C-A"	0.74	262	50
"YJL043W"	0.83	286	50
"YJL027C"	0.56	1	3
"YJL016W"	0.82	310	34
"YJR003C"	0.92	343	32
"YJR005C-A"	0.71	505	-9
"YJR008W"	0.78	299	50
"YJR011C"	0.61	420	-9
"YJR012C"	0.63	393	-8
"YJR015W"	0.65	277	50
"YJR030C"	0.58	1	-43
"YJR039W"	0.54	1	-8
"YJR054W"	0.87	294	46
"YJR056C"	0.47	565	-35
"YJR061W"	0.82	326	30
"YJR079W"	0.6	327	43
"YJR085C"	0.61	449	-2
"YJR098C"	0.8	290	50
"YJR107W"	0.83	274	50
"YJR111C"	0.83	277	50
"YJR112W-A"	0.7	229	50
"YJR115W"	0.72	467	-48
"YJR116W"	0.89	313	48
"YJR124C"	0.76	1	-50
"YJR129C"	0.7	292	50
"YJR141W"	0.57	394	7
"YJR142W"	0.53	420	12
"YJR149W"	0.62	1	-28
"YJR151W-A"	0.55	1	-50
